campaign_id,brand_name,brand_category,region,platform,influencer_id,influencer_handle,influencer_category,influencer_tier,followers_start,posts_count,campaign_objective,impressions,avg_likes_per_post,avg_comments_per_post,avg_saves_shares_per_post,click_through_rate,landing_page_conv_rate,clicks,orders,new_customers,avg_order_value,revenue,influencer_fee,product_cost,other_campaign_costs,total_spend,cpm,cpc,cpa,roas,roi,campaign_success_label
CMP_01752,Brand_326,D2C,India,Instagram,INF_9447,@creator_74614,Fitness,Nano,6023,3,Conversions,3476,0,6,38,0.013,0.0077,45,0,0,3404.67,0.0,16418.67,5982.24,2723.55,25124.47,7227.98,558.32,0.0,0.0,-1.0,0
CMP_01753,Brand_770,Beauty,MENA,YouTube,INF_8364,@creator_40141,Beauty,Micro,13288,5,Awareness,25427,80,21,53,0.0166,0.0286,423,12,8,1739.93,20879.2,105803.87,17544.33,25731.18,149079.38,5863.03,352.43,12423.28,0.14,-0.86,0
CMP_01754,Brand_540,Fitness,US,YouTube,INF_5683,@creator_33831,Food,Macro,838303,1,Conversions,340183,5855,1472,2160,0.0132,0.0177,4475,79,52,1349.31,106595.18,846791.01,128610.63,207489.68,1182891.32,3477.22,264.33,14973.31,0.09,-0.91,0
CMP_01755,Brand_644,Fitness,India,YouTube,INF_7119,@creator_88619,Food,Mega,3291347,3,Conversions,4826773,18634,4678,7002,0.018,0.0342,86826,2966,2455,1753.97,5202279.59,1963626.53,226297.22,176982.39,2366906.14,490.37,27.26,798.01,2.2,1.2,0
CMP_01756,Brand_323,Fitness,SEA,YouTube,INF_7363,@creator_48155,Tech,Mega,2704096,2,Traffic,1365272,8576,2130,3233,0.0307,0.0219,41879,915,603,1046.8,957824.78,1216207.68,328527.41,213843.8,1758578.89,1288.08,41.99,1921.94,0.54,-0.46,0
CMP_01757,Brand_298,Fintech,SEA,YouTube,INF_6403,@creator_58793,Family,Nano,4533,2,Awareness,4232,102,0,15,0.0055,0.0369,23,0,0,500.0,0.0,14046.8,3809.36,2159.81,20015.98,4729.67,870.26,0.0,0.0,-1.0,0
CMP_01758,Brand_655,Fitness,EU,Instagram,INF_5466,@creator_75202,Fitness,Nano,2101,1,Traffic,1009,55,30,34,0.0165,0.0363,16,0,0,1558.81,0.0,15227.45,3390.22,2823.61,21441.28,21250.03,1340.08,0.0,0.0,-1.0,0
CMP_01759,Brand_216,Fitness,US,Instagram,INF_5383,@creator_71261,Other,Nano,5533,1,Awareness,2083,16,4,0,0.0045,0.0349,9,0,0,1106.65,0.0,8604.15,3174.81,2314.15,14093.11,6765.78,1565.9,0.0,0.0,-1.0,0
CMP_01760,Brand_135,Beauty,US,YouTube,INF_5045,@creator_30168,Beauty,Macro,539119,2,Awareness,434986,2683,675,1022,0.0101,0.0474,4400,208,163,876.52,182316.47,1052287.32,359582.45,126299.8,1538169.57,3536.14,349.58,7395.05,0.12,-0.88,0
CMP_01761,Brand_478,Fintech,SEA,Instagram,INF_9543,@creator_41766,Fashion,Macro,199299,2,Conversions,182078,2626,645,950,0.037,0.0061,6742,41,24,606.52,24867.37,436344.63,113443.22,85948.32,635736.17,3491.56,94.29,15505.76,0.04,-0.96,0
CMP_01762,Brand_809,Fitness,US,Instagram,INF_6680,@creator_90390,Other,Micro,44455,1,Conversions,16489,423,117,125,0.028,0.0332,462,15,11,1314.47,19717.06,193097.07,76614.69,50556.87,320268.63,19423.17,693.22,21351.24,0.06,-0.94,0
CMP_01763,Brand_372,Gaming,India,YouTube,INF_9560,@creator_65574,Travel,Nano,6413,2,Traffic,3633,116,7,0,0.003,0.0386,10,0,0,1064.44,0.0,4975.81,1927.5,989.31,7892.63,2172.48,789.26,0.0,0.0,-1.0,0
CMP_01764,Brand_156,Fintech,US,Instagram,INF_7846,@creator_38858,Tech,Nano,9814,1,Traffic,1830,16,7,0,0.0048,0.005,8,0,0,623.01,0.0,14018.92,3829.25,4156.24,22004.41,12024.27,2750.55,0.0,0.0,-1.0,0
CMP_01765,Brand_483,Fashion,India,Instagram,INF_2344,@creator_87641,Food,Micro,55095,2,Traffic,39626,387,90,135,0.0278,0.0086,1101,9,5,2037.66,18338.97,50110.77,17146.37,8845.34,76102.48,1920.52,69.12,8455.83,0.24,-0.76,0
CMP_01766,Brand_542,Gaming,US,TikTok,INF_4558,@creator_73082,Fashion,Nano,5864,3,Awareness,3171,90,3,21,0.0214,0.0431,67,2,1,877.47,1754.93,21684.24,7939.97,1305.9,30930.12,9754.06,461.64,15465.06,0.06,-0.94,0
CMP_01767,Brand_864,Fitness,EU,YouTube,INF_1473,@creator_72124,Family,Macro,203116,3,Traffic,283376,1191,312,454,0.018,0.0347,5113,177,136,2278.01,403208.43,614317.69,192093.39,92607.33,899018.42,3172.53,175.83,5079.2,0.45,-0.55,0
CMP_01768,Brand_145,Fashion,India,TikTok,INF_2481,@creator_44048,Beauty,Nano,3411,3,Traffic,2388,12,0,28,0.0083,0.07,19,1,0,1953.25,1953.25,4456.79,1457.81,1276.81,7191.41,3011.48,378.5,7191.41,0.27,-0.73,0
CMP_01769,Brand_521,D2C,EU,YouTube,INF_3237,@creator_75263,Travel,Micro,44768,5,Conversions,38946,114,22,42,0.0115,0.0412,447,18,13,2077.09,37387.69,192490.65,59076.73,51728.62,303296.0,7787.6,678.51,16849.78,0.12,-0.88,0
CMP_01770,Brand_900,Fintech,SEA,Instagram,INF_2440,@creator_21927,Other,Nano,5592,1,Conversions,1835,13,40,55,0.0119,0.0316,21,0,0,1200.59,0.0,10721.86,4207.6,2555.88,17485.34,9528.79,832.64,0.0,0.0,-1.0,0
CMP_01771,Brand_198,Food,US,Instagram,INF_7308,@creator_79120,Fitness,Nano,2806,5,Awareness,2960,0,26,16,0.0076,0.0228,22,0,0,1288.67,0.0,32697.02,9207.27,7607.33,49511.62,16726.9,2250.53,0.0,0.0,-1.0,0
CMP_01772,Brand_577,Fitness,India,YouTube,INF_2279,@creator_75585,Fitness,Micro,48787,4,Conversions,55365,105,31,49,0.0283,0.0193,1569,30,19,2696.9,80906.99,146215.35,16925.92,17179.05,180320.31,3256.94,114.93,6010.68,0.45,-0.55,0
CMP_01773,Brand_531,Tech,India,Instagram,INF_1792,@creator_68594,Tech,Nano,3814,2,Awareness,3231,0,19,0,0.0095,0.0242,30,0,0,2183.55,0.0,14534.47,5583.97,2466.94,22585.38,6990.21,752.85,0.0,0.0,-1.0,0
CMP_01774,Brand_344,Food,India,TikTok,INF_5001,@creator_86176,Tech,Nano,1618,3,Traffic,1253,18,2,28,0.0259,0.0319,32,1,0,1826.8,1826.8,6038.73,1347.3,1102.18,8488.21,6774.31,265.26,8488.21,0.22,-0.78,0
CMP_01775,Brand_150,Fintech,EU,Instagram,INF_1239,@creator_99359,Family,Micro,11149,2,Awareness,7984,12,8,0,0.0219,0.0101,174,1,0,1591.55,1591.55,85603.79,17373.99,9959.91,112937.69,14145.5,649.07,112937.69,0.01,-0.99,0
CMP_01776,Brand_604,Tech,India,Instagram,INF_9169,@creator_64200,Tech,Nano,7814,1,Conversions,2482,0,0,1,0.0169,0.0328,41,1,0,2634.64,2634.64,4941.91,693.41,384.53,6019.86,2425.41,146.83,6019.86,0.44,-0.56,0
CMP_01777,Brand_655,Fashion,India,Instagram,INF_5931,@creator_95846,Travel,Nano,4741,5,Awareness,8919,96,20,0,0.0201,0.0392,179,7,5,2289.59,16027.11,17786.97,2499.64,4969.25,25255.87,2831.69,141.09,3607.98,0.63,-0.37,0
CMP_01778,Brand_614,D2C,US,Instagram,INF_2654,@creator_75777,Other,Nano,1649,3,Traffic,1022,25,17,14,0.0191,0.0347,19,0,0,3110.19,0.0,22632.5,7877.95,3448.4,33958.85,33227.84,1787.31,0.0,0.0,-1.0,0
CMP_01779,Brand_740,D2C,India,Instagram,INF_1840,@creator_10234,Beauty,Nano,1455,2,Awareness,456,19,9,7,0.015,0.0146,6,0,0,2294.0,0.0,8869.73,3267.81,1669.44,13806.97,30278.44,2301.16,0.0,0.0,-1.0,0
CMP_01780,Brand_402,Beauty,US,YouTube,INF_1002,@creator_37765,Beauty,Micro,16994,4,Awareness,17644,69,6,11,0.0156,0.0189,275,5,3,1849.93,9249.66,154935.35,19002.37,28509.21,202446.93,11473.98,736.17,40489.39,0.05,-0.95,0
CMP_01781,Brand_766,Fitness,MENA,Instagram,INF_1755,@creator_70588,Other,Nano,6624,5,Awareness,5486,0,23,24,0.008,0.0208,43,0,0,1049.36,0.0,21921.15,8713.8,2121.14,32756.09,5970.85,761.77,0.0,0.0,-1.0,0
CMP_01782,Brand_503,Food,India,Instagram,INF_2351,@creator_26555,Travel,Micro,25083,5,Conversions,62175,158,32,99,0.0297,0.017,1848,31,23,2145.77,66518.79,99957.0,34844.21,21439.47,156240.69,2512.92,84.55,5040.02,0.43,-0.57,0
CMP_01783,Brand_678,Food,India,YouTube,INF_6112,@creator_93651,Family,Macro,122495,2,Conversions,72963,694,205,296,0.0172,0.0133,1254,16,9,1520.83,24333.21,424510.74,61074.5,101417.66,587002.89,8045.21,468.1,36687.68,0.04,-0.96,0
CMP_01784,Brand_618,Fashion,India,TikTok,INF_5044,@creator_10545,Tech,Nano,5727,5,Awareness,7524,16,12,4,0.003,0.0445,22,0,0,1888.62,0.0,15065.89,2180.25,2019.04,19265.18,2560.5,875.69,0.0,0.0,-1.0,0
CMP_01785,Brand_128,Gaming,EU,Instagram,INF_4059,@creator_38797,Travel,Micro,18907,3,Conversions,8654,2,0,0,0.0298,0.0449,257,11,6,1256.79,13824.68,59445.76,10595.28,12751.51,82792.55,9566.97,322.15,7526.6,0.17,-0.83,0
CMP_01786,Brand_395,Beauty,India,Instagram,INF_1331,@creator_71193,Tech,Micro,88054,3,Awareness,110545,1190,283,403,0.0229,0.0311,2534,78,53,963.74,75171.62,39437.59,14234.74,9344.58,63016.91,570.06,24.87,807.91,1.19,0.19,0
CMP_01787,Brand_647,Beauty,US,YouTube,INF_8183,@creator_23268,Travel,Micro,14995,3,Conversions,9358,49,27,10,0.0267,0.0144,249,3,2,4038.74,12116.21,162893.36,56361.74,46038.61,265293.71,28349.4,1065.44,88431.24,0.05,-0.95,0
CMP_01788,Brand_327,Food,EU,Instagram,INF_5950,@creator_62434,Beauty,Nano,1244,5,Conversions,3085,0,0,45,0.0141,0.0643,43,2,1,1561.94,3123.88,12728.2,1732.04,2222.72,16682.97,5407.77,387.98,8341.48,0.19,-0.81,0
CMP_01789,Brand_654,Tech,India,Instagram,INF_7643,@creator_69132,Fashion,Nano,1005,1,Conversions,375,0,6,0,0.0167,0.0296,6,0,0,2319.41,0.0,10410.41,3720.2,1495.14,15625.75,41668.67,2604.29,0.0,0.0,-1.0,0
CMP_01790,Brand_412,Fashion,US,Instagram,INF_3408,@creator_57971,Fitness,Nano,4308,4,Awareness,7276,1,12,17,0.0268,0.0103,194,1,0,2690.38,2690.38,28620.41,3926.46,5512.71,38059.58,5230.84,196.18,38059.58,0.07,-0.93,0
CMP_01791,Brand_645,Gaming,SEA,TikTok,INF_4057,@creator_81403,Travel,Nano,1765,1,Awareness,681,0,0,13,0.0258,0.0595,17,1,0,1482.14,1482.14,4346.58,1134.61,1144.87,6626.05,9729.89,389.77,6626.05,0.22,-0.78,0
CMP_01792,Brand_533,Beauty,SEA,YouTube,INF_3204,@creator_77764,Travel,Nano,1014,1,App Installs,346,30,0,0,0.0127,0.0231,4,0,0,2022.62,0.0,14329.09,4198.01,1314.61,19841.71,57345.97,4960.43,0.0,0.0,-1.0,0
CMP_01793,Brand_726,Gaming,US,Instagram,INF_8489,@creator_93092,Family,Nano,1568,1,Traffic,488,63,7,0,0.0144,0.0423,7,0,0,1967.49,0.0,22832.32,8907.36,4229.68,35969.35,73707.69,5138.48,0.0,0.0,-1.0,0
CMP_01794,Brand_502,D2C,India,TikTok,INF_8675,@creator_19349,Travel,Micro,56567,4,Awareness,40143,273,73,83,0.0279,0.0398,1120,44,32,2916.49,128325.48,78125.39,30590.92,20444.04,129160.35,3217.51,115.32,2935.46,0.99,-0.01,0
CMP_01795,Brand_596,Fitness,EU,Instagram,INF_6431,@creator_63329,Family,Nano,3875,2,Awareness,3485,0,0,0,0.013,0.0491,45,2,1,2948.77,5897.54,17688.83,3754.68,1618.5,23062.0,6617.5,512.49,11531.0,0.26,-0.74,0
CMP_01796,Brand_932,Beauty,MENA,TikTok,INF_3187,@creator_97130,Food,Nano,1193,1,Traffic,216,0,8,7,0.0268,0.0253,5,0,0,3300.66,0.0,10227.57,2118.01,1054.82,13400.4,62038.9,2680.08,0.0,0.0,-1.0,0
CMP_01797,Brand_424,Fintech,India,Instagram,INF_1810,@creator_75591,Food,Nano,1511,4,App Installs,2809,0,0,0,0.0405,0.0103,113,1,0,788.12,788.12,12524.98,2784.87,3285.49,18595.34,6619.91,164.56,18595.34,0.04,-0.96,0
CMP_01798,Brand_876,Beauty,US,YouTube,INF_2530,@creator_10052,Food,Nano,1434,1,Awareness,627,0,4,28,0.033,0.0105,20,0,0,2064.25,0.0,27755.36,3325.95,5300.05,36381.37,58024.51,1819.07,0.0,0.0,-1.0,0
CMP_01799,Brand_601,Fitness,US,Instagram,INF_1532,@creator_77355,Tech,Macro,415041,5,Awareness,653790,2882,711,1081,0.0342,0.005,22390,111,78,1410.75,156593.73,493407.96,82046.52,35001.12,610455.59,933.72,27.26,5499.6,0.26,-0.74,0
CMP_01800,Brand_348,Gaming,India,Instagram,INF_4793,@creator_68317,Family,Nano,6876,4,Traffic,12441,168,23,16,0.0126,0.0456,156,7,4,1514.26,10599.82,11595.5,1337.0,1904.05,14836.54,1192.55,95.11,2119.51,0.71,-0.29,0
CMP_01801,Brand_326,Fitness,India,Instagram,INF_9891,@creator_38667,Family,Nano,2951,4,Traffic,3733,0,0,12,0.0171,0.0366,63,2,1,1594.95,3189.9,9255.21,3640.73,1107.01,14002.96,3751.13,222.27,7001.48,0.23,-0.77,0
CMP_01802,Brand_719,Food,India,Instagram,INF_7754,@creator_62286,Travel,Nano,1005,2,Awareness,772,69,0,47,0.0207,0.0556,15,0,0,2098.84,0.0,8055.5,927.9,1586.2,10569.6,13691.2,704.64,0.0,0.0,-1.0,0
CMP_01803,Brand_265,Beauty,India,Instagram,INF_1721,@creator_15801,Tech,Micro,15161,2,Conversions,13972,105,3,57,0.025,0.0214,348,7,5,2547.76,17834.33,75525.44,30187.17,6436.95,112149.56,8026.74,322.27,16021.37,0.16,-0.84,0
CMP_01804,Brand_228,Tech,India,Instagram,INF_9608,@creator_16210,Other,Nano,3558,5,Traffic,6048,102,13,2,0.007,0.0156,42,0,0,2922.66,0.0,6155.38,1743.79,1809.58,9708.75,1605.28,231.16,0.0,0.0,-1.0,0
CMP_01805,Brand_173,Tech,US,YouTube,INF_1396,@creator_29388,Fashion,Macro,849395,2,Traffic,661669,4371,1090,1612,0.0269,0.0308,17771,548,443,1840.97,1008850.96,1125851.75,267825.75,240220.03,1633897.53,2469.36,91.94,2981.56,0.62,-0.38,0
CMP_01806,Brand_300,Tech,India,TikTok,INF_9924,@creator_43590,Fashion,Nano,2299,1,Conversions,744,118,4,23,0.0204,0.0312,15,0,0,2861.09,0.0,8323.31,2324.64,2058.34,12706.3,17078.36,847.09,0.0,0.0,-1.0,0
CMP_01807,Brand_425,Fashion,MENA,YouTube,INF_4904,@creator_89163,Tech,Mega,1360726,3,Traffic,796224,405,107,172,0.0102,0.0317,8155,258,195,3224.22,831847.55,886123.19,209298.29,118089.57,1213511.04,1524.08,148.81,4703.53,0.69,-0.31,0
CMP_01808,Brand_593,Fitness,SEA,Instagram,INF_2585,@creator_59584,Other,Micro,19823,4,Awareness,20235,38,28,0,0.0091,0.005,183,0,0,1750.62,0.0,123064.88,13826.7,11344.64,148236.22,7325.73,810.03,0.0,0.0,-1.0,0
CMP_01809,Brand_102,Beauty,India,YouTube,INF_5671,@creator_51504,Travel,Micro,84903,2,Conversions,39854,409,104,165,0.0264,0.0167,1050,17,13,2371.78,40320.28,124678.45,15894.03,11698.35,152270.83,3820.72,145.02,8957.11,0.26,-0.74,0
CMP_01810,Brand_250,D2C,US,YouTube,INF_1641,@creator_66454,Travel,Nano,1609,3,Conversions,1108,0,2,10,0.028,0.04,30,1,0,1774.42,1774.42,33431.83,8261.14,2676.08,44369.05,40044.27,1478.97,44369.05,0.04,-0.96,0
CMP_01811,Brand_631,Fitness,EU,TikTok,INF_3153,@creator_17668,Tech,Micro,57655,5,Awareness,53724,126,56,87,0.0229,0.0476,1232,58,43,1911.85,110887.46,119023.68,46565.98,34760.25,200349.91,3729.24,162.62,3454.31,0.55,-0.45,0
CMP_01812,Brand_854,Fashion,India,Instagram,INF_6724,@creator_31931,Tech,Macro,535963,5,Traffic,1213682,2488,590,950,0.0112,0.0293,13607,398,305,2046.25,814407.25,420995.63,149126.38,53795.24,623917.26,514.07,45.85,1567.63,1.31,0.31,0
CMP_01813,Brand_126,Fashion,EU,Instagram,INF_4623,@creator_96914,Tech,Nano,1585,1,Awareness,478,5,15,0,0.0117,0.0123,5,0,0,2357.62,0.0,17527.13,4507.36,1334.73,23369.22,48889.58,4673.84,0.0,0.0,-1.0,0
CMP_01814,Brand_880,Tech,US,YouTube,INF_1620,@creator_62617,Beauty,Nano,7153,5,Awareness,6639,107,5,39,0.0125,0.0382,83,3,2,1390.52,4171.57,43353.07,15914.32,5659.32,64926.71,9779.59,782.25,21642.24,0.06,-0.94,0
CMP_01815,Brand_509,Beauty,US,Instagram,INF_6191,@creator_52229,Beauty,Micro,63220,5,Conversions,78273,328,86,118,0.034,0.0314,2663,83,62,3033.46,251777.25,54323.39,18422.55,13368.74,86114.68,1100.18,32.34,1037.53,2.92,1.92,0
CMP_01816,Brand_609,D2C,SEA,YouTube,INF_9382,@creator_39910,Fashion,Micro,11117,1,Awareness,3128,24,0,41,0.0177,0.0174,55,0,0,1629.65,0.0,100883.04,30836.63,11673.33,143393.0,45841.75,2607.15,0.0,0.0,-1.0,0
CMP_01817,Brand_656,Fintech,India,YouTube,INF_9763,@creator_87889,Beauty,Micro,32026,4,Awareness,25902,96,33,46,0.0121,0.005,312,1,0,996.83,996.83,47810.1,13651.86,10250.2,71712.16,2768.6,229.85,71712.16,0.01,-0.99,0
CMP_01818,Brand_172,D2C,India,YouTube,INF_8271,@creator_35038,Beauty,Nano,2865,2,Traffic,2515,11,0,32,0.0266,0.0133,66,0,0,3828.7,0.0,5128.16,1273.97,910.32,7312.45,2907.54,110.79,0.0,0.0,-1.0,0
CMP_01819,Brand_114,Fashion,India,Instagram,INF_2348,@creator_85813,Beauty,Micro,27016,1,Conversions,7930,223,32,45,0.0076,0.0201,60,1,0,2532.26,2532.26,48169.29,14055.03,8603.05,70827.36,8931.57,1180.46,70827.36,0.04,-0.96,0
CMP_01820,Brand_333,Food,US,Instagram,INF_8273,@creator_49164,Fitness,Nano,1468,1,Awareness,690,12,0,0,0.0244,0.0336,16,0,0,1805.84,0.0,25473.6,6469.88,3825.99,35769.47,51839.82,2235.59,0.0,0.0,-1.0,0
CMP_01821,Brand_507,Gaming,India,Instagram,INF_9593,@creator_57617,Travel,Nano,4509,1,Awareness,981,43,11,26,0.0203,0.0461,19,0,0,1425.34,0.0,3502.19,930.75,975.07,5408.01,5512.75,284.63,0.0,0.0,-1.0,0
CMP_01822,Brand_692,Fitness,EU,Instagram,INF_7988,@creator_91818,Fitness,Nano,3260,4,Conversions,3698,70,12,6,0.0193,0.0383,71,2,1,1821.63,3643.26,25663.68,2751.08,3756.63,32171.4,8699.67,453.12,16085.7,0.11,-0.89,0
CMP_01823,Brand_840,Food,US,TikTok,INF_3984,@creator_64788,Fashion,Nano,3618,1,Awareness,826,0,0,0,0.0199,0.0394,16,0,0,1837.7,0.0,10472.44,1127.25,2561.69,14161.38,17144.53,885.09,0.0,0.0,-1.0,0
CMP_01824,Brand_311,Food,MENA,YouTube,INF_2778,@creator_35164,Food,Micro,19300,1,App Installs,6355,9,21,76,0.0248,0.0531,157,8,5,1182.98,9463.82,32194.7,11327.26,4339.95,47861.91,7531.38,304.85,5982.74,0.2,-0.8,0
CMP_01825,Brand_347,Food,US,Instagram,INF_4543,@creator_40620,Fashion,Nano,8669,5,Awareness,19684,147,38,27,0.0244,0.005,479,2,1,1431.73,2863.45,33803.1,10386.37,4444.12,48633.59,2470.72,101.53,24316.79,0.06,-0.94,0
CMP_01826,Brand_625,Beauty,India,TikTok,INF_7562,@creator_84118,Travel,Mega,2399713,5,Traffic,5360834,30234,7541,11329,0.003,0.04,16082,643,557,1525.77,981067.43,1015531.64,290194.04,135052.75,1440778.42,268.76,89.59,2240.71,0.68,-0.32,0
CMP_01827,Brand_437,Fitness,US,YouTube,INF_5313,@creator_83574,Travel,Nano,7347,1,Awareness,1386,33,22,40,0.0055,0.0149,7,0,0,1217.7,0.0,30715.2,4112.42,8689.15,43516.77,31397.38,6216.68,0.0,0.0,-1.0,0
CMP_01828,Brand_831,Tech,US,Instagram,INF_3221,@creator_66626,Food,Nano,5862,3,Awareness,4544,47,1,46,0.0269,0.0419,122,5,4,2265.67,11328.34,14951.29,3681.0,2335.23,20967.52,4614.33,171.86,4193.5,0.54,-0.46,0
CMP_01829,Brand_767,Fintech,US,Instagram,INF_9211,@creator_30344,Beauty,Nano,5123,4,Conversions,3603,0,1,0,0.022,0.0467,79,3,1,1105.51,3316.54,24703.26,6155.28,3768.78,34627.32,9610.69,438.32,11542.44,0.1,-0.9,0
CMP_01830,Brand_944,Tech,SEA,Instagram,INF_2565,@creator_44688,Other,Micro,37344,4,Conversions,37289,240,62,86,0.0232,0.0454,863,39,30,1826.88,71248.43,24747.13,5549.46,6421.58,36718.17,984.69,42.55,941.49,1.94,0.94,0
CMP_01831,Brand_399,D2C,US,Instagram,INF_5709,@creator_86204,Travel,Micro,76562,5,Traffic,118818,403,91,184,0.0116,0.0451,1379,62,41,3022.45,187391.73,269347.4,73517.07,73849.31,416713.78,3507.16,302.19,6721.19,0.45,-0.55,0
CMP_01832,Brand_332,D2C,SEA,TikTok,INF_6397,@creator_18993,Beauty,Micro,17353,1,Traffic,5436,236,57,82,0.0291,0.0332,157,5,3,1436.94,7184.71,12952.11,2058.75,1313.27,16324.13,3002.97,103.98,3264.83,0.44,-0.56,0
CMP_01833,Brand_615,Tech,US,Instagram,INF_1364,@creator_42378,Other,Nano,2584,3,Awareness,3519,33,16,33,0.0186,0.0121,65,0,0,2038.79,0.0,27725.02,9547.77,7572.37,44845.16,12743.72,689.93,0.0,0.0,-1.0,0
CMP_01834,Brand_120,Gaming,US,Instagram,INF_7142,@creator_73207,Food,Nano,1503,2,Awareness,1278,136,10,5,0.0106,0.0133,13,0,0,1968.64,0.0,21405.37,6283.52,2123.54,29812.43,23327.41,2293.26,0.0,0.0,-1.0,0
CMP_01835,Brand_992,Tech,MENA,Instagram,INF_8166,@creator_97158,Tech,Nano,3222,1,Conversions,1121,57,3,0,0.0213,0.0361,23,0,0,2258.64,0.0,13087.3,2598.82,1670.52,17356.64,15483.18,754.64,0.0,0.0,-1.0,0
CMP_01836,Brand_134,Fitness,US,YouTube,INF_5703,@creator_50509,Family,Micro,11411,1,Awareness,3620,85,10,0,0.0284,0.0244,102,2,1,1226.66,2453.32,228700.13,36770.45,35067.98,300538.55,83021.7,2946.46,150269.28,0.01,-0.99,0
CMP_01837,Brand_978,Food,India,YouTube,INF_1336,@creator_95522,Tech,Nano,5449,3,Awareness,7969,55,1,6,0.0185,0.0396,147,5,3,807.39,4036.93,10411.81,2041.81,3090.45,15544.08,1950.57,105.74,3108.82,0.26,-0.74,0
CMP_01838,Brand_169,Fitness,India,Instagram,INF_6167,@creator_91450,Food,Micro,89933,5,Awareness,98281,439,102,168,0.003,0.0257,294,7,4,1566.93,10968.54,114867.88,35079.01,7275.38,157222.26,1599.72,534.77,22460.32,0.07,-0.93,0
CMP_01839,Brand_305,Food,India,Instagram,INF_7207,@creator_18369,Beauty,Macro,107029,3,Conversions,97664,733,183,276,0.0235,0.037,2297,85,75,2200.15,187012.55,224355.74,71757.53,55267.42,351380.68,3597.85,152.97,4133.89,0.53,-0.47,0
CMP_01840,Brand_138,Food,US,Instagram,INF_2287,@creator_96770,Travel,Micro,10248,5,Traffic,17014,21,12,34,0.0284,0.0168,483,8,4,1483.04,11864.34,278257.3,27851.98,62545.48,368654.77,21667.73,763.26,46081.85,0.03,-0.97,0
CMP_01841,Brand_422,Fitness,EU,Instagram,INF_8353,@creator_45362,Other,Micro,18430,3,Awareness,12486,58,17,34,0.0198,0.0328,247,8,7,714.28,5714.2,198341.21,39438.12,31338.19,269117.51,21553.54,1089.54,33639.69,0.02,-0.98,0
CMP_01842,Brand_856,Gaming,India,TikTok,INF_3542,@creator_80536,Family,Micro,26494,4,Conversions,32163,149,16,71,0.0272,0.0335,873,29,20,1830.16,53074.54,98576.59,23247.52,5449.35,127273.46,3957.14,145.79,4388.74,0.42,-0.58,0
CMP_01843,Brand_111,Fitness,India,Instagram,INF_2620,@creator_61595,Food,Nano,2993,5,Awareness,5460,60,5,8,0.016,0.0381,87,3,1,1004.9,3014.69,19864.55,7169.5,4014.85,31048.9,5686.61,356.88,10349.63,0.1,-0.9,0
CMP_01844,Brand_825,Beauty,EU,Instagram,INF_9807,@creator_43203,Other,Micro,10681,2,Conversions,6285,45,13,19,0.015,0.0584,94,5,3,2917.46,14587.28,118007.54,23881.87,26448.73,168338.15,26784.11,1790.83,33667.63,0.09,-0.91,0
CMP_01845,Brand_129,Tech,India,YouTube,INF_8668,@creator_60992,Fitness,Micro,58936,3,Traffic,85551,585,142,226,0.0042,0.0696,358,24,19,2044.27,49062.44,82276.25,27261.89,18012.48,127550.62,1490.93,356.29,5314.61,0.38,-0.62,0
CMP_01846,Brand_987,Food,US,YouTube,INF_1978,@creator_73111,Other,Micro,27066,4,Conversions,21126,107,34,13,0.0159,0.0149,335,4,2,500.0,2000.0,236513.22,45441.97,59485.41,341440.6,16162.1,1019.23,85360.15,0.01,-0.99,0
CMP_01847,Brand_457,Beauty,India,YouTube,INF_8688,@creator_15893,Travel,Macro,887400,5,Traffic,804400,2437,603,921,0.0287,0.0291,23048,669,535,2547.2,1704077.6,600166.95,221800.82,72004.14,893971.92,1111.35,38.79,1336.28,1.91,0.91,0
CMP_01848,Brand_109,Tech,India,YouTube,INF_8758,@creator_78692,Fashion,Nano,3814,2,Conversions,1219,16,0,6,0.0357,0.0562,43,2,1,3600.19,7200.38,13696.99,3335.78,2748.04,19780.81,16227.08,460.02,9890.4,0.36,-0.64,0
CMP_01849,Brand_199,Tech,India,YouTube,INF_2465,@creator_47539,Fitness,Nano,2463,1,Traffic,1006,0,25,5,0.0156,0.0136,15,0,0,3405.93,0.0,9496.68,2639.74,1666.1,13802.52,13720.2,920.17,0.0,0.0,-1.0,0
CMP_01850,Brand_842,Fashion,India,Instagram,INF_1731,@creator_84130,Travel,Nano,5098,3,Awareness,4350,0,0,20,0.0185,0.03,80,2,1,1375.79,2751.57,10001.81,2065.54,2540.18,14607.53,3358.05,182.59,7303.76,0.19,-0.81,0
CMP_01851,Brand_319,D2C,India,TikTok,INF_3426,@creator_26097,Travel,Macro,189871,4,Traffic,196290,1587,364,596,0.0364,0.0094,7146,67,56,2635.29,176564.47,232320.97,58754.26,45269.83,336345.07,1713.51,47.07,5020.08,0.52,-0.48,0
CMP_01852,Brand_711,Fitness,US,Instagram,INF_1648,@creator_67087,Tech,Micro,80346,4,Traffic,118297,339,64,85,0.0093,0.007,1104,7,4,1783.67,12485.71,85976.06,32163.4,4528.8,122668.27,1036.95,111.11,17524.04,0.1,-0.9,0
