campaign_id,platform,brand_category,influencer_id,influencer_handle,influencer_tier,total_spend,revenue,roas,curve_k,curve_alpha,curve_beta
CMP_01514,Instagram,Beauty,INF_6080,@creator_24227,Nano,60841.92,164382.7,2.7,2.086,1.334,0.801
CMP_01515,TikTok,Fashion,INF_8196,@creator_87058,Micro,191540.66,894742.84,4.67,2.547,1.297,0.411
CMP_01516,YouTube,Fashion,INF_1493,@creator_28405,Nano,23780.92,61283.21,2.58,2.201,1.094,0.992
CMP_01517,Instagram,Fashion,INF_9948,@creator_68398,Nano,40518.74,129550.32,3.2,1.306,1.254,0.619
CMP_01518,Instagram,Food,INF_7210,@creator_87080,Nano,72839.65,247321.69,3.4,1.522,1.083,0.411
CMP_01519,Instagram,Tech,INF_3336,@creator_83212,Nano,30561.97,90074.51,2.95,1.317,1.194,0.362
CMP_01520,Instagram,Gaming,INF_3083,@creator_27619,Micro,146793.11,452692.44,3.08,1.822,1.058,0.809
CMP_01521,TikTok,Food,INF_8163,@creator_16575,Micro,199337.18,755300.24,3.79,2.984,1.35,0.431
CMP_01522,Instagram,Tech,INF_7625,@creator_17404,Nano,68804.92,226480.89,3.29,1.699,1.258,0.375
CMP_01523,YouTube,Beauty,INF_3350,@creator_19971,Micro,293819.25,653060.67,2.22,2.435,1.342,0.322
CMP_01524,Instagram,Fashion,INF_5690,@creator_68676,Mega,2648923.12,5936844.11,2.24,2.45,1.348,0.365
CMP_01525,Instagram,Food,INF_3072,@creator_41852,Micro,214371.9,584164.28,2.73,1.637,1.32,1.061
CMP_01526,TikTok,Gaming,INF_5685,@creator_28409,Micro,138794.33,608603.91,4.38,2.758,1.107,0.281
CMP_01527,Instagram,Food,INF_8928,@creator_58093,Micro,138840.18,456333.32,3.29,2.027,1.282,0.605
CMP_01528,TikTok,D2C,INF_2924,@creator_88183,Nano,64596.7,239377.04,3.71,1.913,1.06,0.892
CMP_01529,Instagram,Gaming,INF_4537,@creator_98348,Micro,82108.19,243345.79,2.96,2.933,1.169,0.87
CMP_01530,Instagram,Gaming,INF_9947,@creator_54537,Micro,214973.23,821227.97,3.82,1.927,1.082,0.963
CMP_01531,Instagram,D2C,INF_2498,@creator_88539,Micro,254287.5,766135.58,3.01,1.124,1.079,0.486
CMP_01532,TikTok,Beauty,INF_1837,@creator_35178,Nano,54714.52,227534.43,4.16,1.475,1.142,0.602
CMP_01533,Instagram,Beauty,INF_3297,@creator_67541,Nano,74908.47,213670.07,2.85,2.551,1.163,0.356
CMP_01534,TikTok,D2C,INF_1917,@creator_22444,Micro,271864.29,1119218.64,4.12,2.033,1.185,0.307
CMP_01535,Instagram,Fintech,INF_1256,@creator_79561,Mega,1238215.36,2325836.28,1.88,2.87,1.154,0.38
CMP_01536,Instagram,Fitness,INF_5426,@creator_30311,Nano,23297.47,85642.14,3.68,2.882,1.246,0.693
CMP_01537,Instagram,D2C,INF_9841,@creator_35223,Micro,193774.31,782628.23,4.04,2.144,1.095,0.921
CMP_01538,TikTok,Tech,INF_7588,@creator_76153,Nano,57081.34,330868.24,5.8,2.151,1.188,0.476
CMP_01539,Instagram,Food,INF_8139,@creator_85969,Micro,223037.22,624337.05,2.8,2.14,1.296,0.565
CMP_01540,Instagram,D2C,INF_3859,@creator_49840,Nano,41538.23,137620.54,3.31,2.078,1.329,0.819
CMP_01541,Instagram,Fitness,INF_3662,@creator_84210,Nano,52345.41,210084.67,4.01,1.397,1.239,0.399
CMP_01542,Instagram,D2C,INF_7878,@creator_64501,Nano,30208.88,118344.14,3.92,1.009,1.162,0.333
CMP_01543,YouTube,Fashion,INF_5444,@creator_71671,Micro,121680.42,265233.91,2.18,2.219,1.258,0.593
CMP_01544,Instagram,Fashion,INF_1296,@creator_98393,Nano,43904.2,145574.58,3.32,1.989,1.27,0.628
CMP_01545,Instagram,Gaming,INF_2106,@creator_15305,Nano,77426.39,293736.99,3.79,2.382,1.36,0.637
CMP_01546,Instagram,Food,INF_6691,@creator_49827,Nano,77019.47,270251.27,3.51,1.93,1.295,0.815
CMP_01547,Instagram,Gaming,INF_1761,@creator_12407,Mega,1169753.49,3805135.28,3.25,1.666,1.381,0.926
CMP_01548,Instagram,Gaming,INF_9935,@creator_45196,Nano,73345.19,274172.11,3.74,1.851,1.195,0.503
CMP_01549,YouTube,Fitness,INF_4264,@creator_64524,Macro,788875.97,1325767.89,1.68,1.834,1.301,0.885
CMP_01550,TikTok,Tech,INF_2969,@creator_35460,Micro,182910.78,666534.57,3.64,2.363,1.369,0.843
CMP_01551,Instagram,Gaming,INF_1247,@creator_29887,Macro,389464.09,1039886.9,2.67,1.706,1.241,0.546
CMP_01552,Instagram,Food,INF_3193,@creator_37003,Macro,519329.48,1221989.71,2.35,1.836,1.106,0.54
CMP_01553,Instagram,Food,INF_7630,@creator_53461,Macro,900785.18,1409620.53,1.56,2.649,1.077,0.702
CMP_01554,Instagram,Tech,INF_4345,@creator_78201,Micro,188920.34,619091.42,3.28,1.864,1.194,0.594
CMP_01555,TikTok,Gaming,INF_3439,@creator_54133,Mega,2453512.11,4365679.21,1.78,1.609,1.069,0.661
CMP_01556,YouTube,Gaming,INF_6700,@creator_45862,Micro,147158.64,337000.26,2.29,1.392,1.374,0.344
CMP_01557,Instagram,Tech,INF_6293,@creator_18900,Micro,228774.3,729058.04,3.19,2.282,1.387,0.892
CMP_01558,Instagram,D2C,INF_3813,@creator_11237,Nano,45779.42,145909.04,3.19,2.636,1.328,0.669
CMP_01559,TikTok,Fitness,INF_6760,@creator_82796,Nano,65336.46,258854.8,3.96,1.329,1.37,0.634
CMP_01560,Instagram,Fintech,INF_4468,@creator_22651,Micro,293522.16,831417.11,2.83,1.259,1.089,0.62
CMP_01561,YouTube,Tech,INF_7739,@creator_23264,Micro,252948.69,638819.9,2.53,1.565,1.114,0.381
CMP_01562,YouTube,Fintech,INF_5336,@creator_12482,Nano,60280.04,158027.3,2.62,2.663,1.348,0.46
CMP_01563,YouTube,Tech,INF_4733,@creator_49579,Nano,39148.37,77768.82,1.99,1.209,1.301,0.493
CMP_01564,Instagram,Beauty,INF_9588,@creator_74949,Nano,75589.53,218484.17,2.89,2.631,1.311,0.438
CMP_01565,TikTok,D2C,INF_8546,@creator_58001,Micro,262831.76,762730.17,2.9,1.198,1.101,0.624
CMP_01566,Instagram,Beauty,INF_4365,@creator_35836,Nano,67269.99,202457.52,3.01,2.317,1.23,0.36
CMP_01567,YouTube,Fintech,INF_7058,@creator_18802,Nano,28942.53,67191.51,2.32,1.692,1.065,1.029
CMP_01568,Instagram,Fintech,INF_6708,@creator_12082,Nano,78456.33,208167.35,2.65,2.657,1.096,0.884
CMP_01569,YouTube,Fintech,INF_8664,@creator_64470,Nano,28867.05,77860.74,2.7,2.491,1.273,0.418
CMP_01570,YouTube,Fashion,INF_3948,@creator_25201,Macro,554368.36,917239.87,1.65,2.718,1.214,0.572
CMP_01571,YouTube,Food,INF_4726,@creator_19515,Nano,25114.42,70429.37,2.8,1.628,1.28,0.625
CMP_01572,TikTok,Fitness,INF_1129,@creator_24450,Macro,377652.22,1575982.14,4.17,2.502,1.296,0.759
CMP_01573,Instagram,Gaming,INF_9364,@creator_60150,Macro,948581.88,2285430.37,2.41,1.126,1.27,0.382
CMP_01574,Instagram,Tech,INF_6578,@creator_71240,Nano,23534.52,78916.53,3.35,2.157,1.273,0.372
CMP_01575,Instagram,Beauty,INF_3694,@creator_79131,Micro,193739.69,533694.46,2.75,1.199,1.281,0.559
CMP_01576,Instagram,D2C,INF_8316,@creator_12843,Micro,233158.17,897604.04,3.85,1.167,1.064,0.43
CMP_01577,Instagram,Food,INF_8248,@creator_65450,Micro,92183.41,369864.91,4.01,1.101,1.359,0.803
CMP_01578,TikTok,Food,INF_3939,@creator_34448,Macro,308833.9,1353394.71,4.38,1.057,1.11,0.542
CMP_01579,TikTok,Food,INF_8518,@creator_81826,Nano,55910.2,288858.97,5.17,1.748,1.181,0.532
CMP_01580,Instagram,D2C,INF_7097,@creator_16458,Nano,36212.29,125252.53,3.46,2.53,1.114,0.829
CMP_01581,Instagram,Tech,INF_4340,@creator_25941,Nano,53540.39,166654.23,3.11,2.327,1.072,0.778
CMP_01582,Instagram,Fashion,INF_7771,@creator_93035,Micro,292269.18,843020.82,2.88,1.53,1.16,1.03
CMP_01583,YouTube,Gaming,INF_6512,@creator_26643,Macro,933745.63,2090888.81,2.24,2.152,1.248,0.552
CMP_01584,TikTok,Fitness,INF_7285,@creator_21036,Micro,120677.43,388183.72,3.22,1.611,1.321,0.807
CMP_01585,YouTube,Fintech,INF_2265,@creator_45751,Micro,105483.62,275126.78,2.61,1.26,1.096,0.815
CMP_01586,YouTube,Beauty,INF_2628,@creator_23176,Micro,170371.98,427585.91,2.51,2.092,1.212,1.175
CMP_01587,YouTube,Fintech,INF_6725,@creator_58352,Nano,70876.27,179956.02,2.54,1.92,1.258,1.092
CMP_01588,Instagram,Fitness,INF_8072,@creator_57401,Micro,128634.49,353076.31,2.74,1.911,1.166,0.762
CMP_01589,YouTube,Fintech,INF_4888,@creator_39665,Nano,36313.05,76993.67,2.12,2.877,1.283,0.318
CMP_01590,YouTube,Fintech,INF_2554,@creator_32625,Micro,290552.39,756656.91,2.6,1.489,1.367,0.967
CMP_01591,YouTube,D2C,INF_3151,@creator_53050,Micro,112993.63,286427.46,2.53,1.659,1.098,0.778
CMP_01592,Instagram,D2C,INF_8972,@creator_31162,Micro,234084.73,832221.46,3.56,1.227,1.34,0.713
CMP_01593,YouTube,Gaming,INF_2634,@creator_24059,Micro,145765.93,285450.75,1.96,2.472,1.242,0.494
CMP_01594,Instagram,D2C,INF_6825,@creator_20605,Nano,58561.66,219576.79,3.75,1.65,1.271,0.752
CMP_01595,TikTok,Fashion,INF_4940,@creator_85121,Micro,136241.61,587705.77,4.31,1.928,1.307,0.497
CMP_01596,YouTube,Gaming,INF_1440,@creator_94728,Micro,115634.56,172601.31,1.49,2.675,1.329,0.425
CMP_01597,Instagram,Fitness,INF_2730,@creator_42803,Micro,185849.0,552761.96,2.97,2.654,1.342,0.932
CMP_01598,YouTube,Food,INF_2026,@creator_27670,Nano,68912.32,140976.49,2.05,2.692,1.122,0.951
CMP_01599,YouTube,Food,INF_7066,@creator_26303,Macro,679327.55,1498393.57,2.21,2.686,1.234,0.297
CMP_01600,Instagram,Fintech,INF_5114,@creator_18301,Mega,1696776.12,3705866.53,2.18,2.983,1.209,0.775
CMP_01601,TikTok,Gaming,INF_5780,@creator_29668,Macro,563563.75,1605423.38,2.85,2.807,1.149,1.186
CMP_01602,TikTok,Fitness,INF_8662,@creator_82940,Micro,267611.31,974336.2,3.64,2.534,1.169,0.315
CMP_01603,Instagram,Fintech,INF_4552,@creator_27305,Nano,40157.33,133485.77,3.32,2.539,1.143,0.759
CMP_01604,TikTok,Beauty,INF_1612,@creator_82822,Micro,83615.93,247458.34,2.96,1.503,1.373,1.175
CMP_01605,YouTube,Food,INF_8728,@creator_15565,Micro,153332.98,348393.17,2.27,2.907,1.074,0.907
CMP_01606,TikTok,Beauty,INF_4668,@creator_86280,Mega,2799696.01,6546240.6,2.34,1.008,1.177,0.504
CMP_01607,Instagram,Food,INF_7120,@creator_51253,Nano,51361.59,163200.1,3.18,2.544,1.094,0.913
CMP_01608,TikTok,Tech,INF_1862,@creator_53322,Micro,154491.42,618388.27,4.0,2.589,1.326,1.289
CMP_01609,Instagram,Fashion,INF_8114,@creator_70510,Micro,107220.18,278621.13,2.6,1.891,1.336,0.733
CMP_01610,TikTok,Gaming,INF_6725,@creator_74105,Micro,183446.67,582208.18,3.17,1.254,1.078,0.349
CMP_01611,Instagram,Fashion,INF_2654,@creator_26515,Micro,296879.32,819791.62,2.76,1.513,1.07,0.859
CMP_01612,Instagram,Fitness,INF_3504,@creator_29417,Nano,28462.16,124209.62,4.36,2.937,1.227,0.528
CMP_01613,Instagram,Beauty,INF_3192,@creator_55032,Macro,923005.09,2317734.39,2.51,2.071,1.147,0.882
CMP_01614,Instagram,Gaming,INF_3221,@creator_15164,Macro,431640.0,958516.52,2.22,1.717,1.053,0.807
CMP_01615,YouTube,Fashion,INF_4978,@creator_10036,Micro,237878.25,485747.37,2.04,1.504,1.382,0.618
CMP_01616,YouTube,Gaming,INF_9791,@creator_19514,Nano,25598.07,52560.06,2.05,1.875,1.058,0.64
CMP_01617,Instagram,Fashion,INF_6301,@creator_84681,Macro,587234.55,1208808.14,2.06,1.128,1.355,0.644
CMP_01618,Instagram,Food,INF_5438,@creator_29885,Nano,41373.61,136997.19,3.31,1.982,1.373,0.512
CMP_01619,YouTube,Fashion,INF_7822,@creator_13321,Nano,59296.89,138417.27,2.33,1.318,1.308,0.875
CMP_01620,Instagram,Fintech,INF_7806,@creator_66153,Mega,1136000.57,3393644.61,2.99,2.365,1.066,0.431
CMP_01621,Instagram,Beauty,INF_7327,@creator_23292,Micro,189903.71,568418.47,2.99,2.418,1.127,0.846
CMP_01622,Instagram,Fintech,INF_3085,@creator_91951,Nano,79124.29,290016.16,3.67,1.114,1.301,0.671
CMP_01623,Instagram,Food,INF_8558,@creator_88807,Nano,22968.69,91214.04,3.97,2.763,1.17,0.909
CMP_01624,Instagram,Tech,INF_5723,@creator_99579,Nano,48893.66,165643.64,3.39,2.003,1.137,0.788
CMP_01625,YouTube,Fitness,INF_6521,@creator_22891,Micro,270382.63,650862.84,2.41,2.645,1.093,0.654
CMP_01626,Instagram,Tech,INF_8190,@creator_43712,Nano,25101.69,87978.06,3.5,1.045,1.373,0.874
CMP_01627,YouTube,Gaming,INF_3945,@creator_88754,Macro,359358.61,642986.49,1.79,2.717,1.105,0.927
CMP_01628,TikTok,Food,INF_9137,@creator_79507,Micro,97032.9,374739.42,3.86,1.024,1.151,0.24
CMP_01629,Instagram,Tech,INF_5137,@creator_21423,Macro,774001.46,2239650.99,2.89,1.409,1.266,0.313
CMP_01630,TikTok,Fintech,INF_6014,@creator_42691,Micro,235329.02,871000.17,3.7,2.132,1.374,0.371
CMP_01631,Instagram,D2C,INF_5976,@creator_38436,Micro,169938.51,580992.17,3.42,1.635,1.102,0.331
CMP_01632,TikTok,D2C,INF_8938,@creator_61113,Micro,129526.83,712221.37,5.5,1.121,1.083,0.763
CMP_01633,Instagram,Food,INF_2958,@creator_53087,Nano,46749.31,162630.64,3.48,1.68,1.214,0.596
CMP_01634,Instagram,Fashion,INF_3620,@creator_76500,Nano,51754.3,156148.98,3.02,2.41,1.346,0.396
CMP_01635,Instagram,Food,INF_1299,@creator_61538,Micro,103792.91,227965.42,2.2,2.312,1.373,0.404
CMP_01636,Instagram,Fashion,INF_2701,@creator_73883,Micro,119094.18,394671.7,3.31,2.99,1.314,0.614
CMP_01637,YouTube,Fashion,INF_2805,@creator_98333,Nano,34808.7,81420.75,2.34,2.959,1.34,0.912
CMP_01638,Instagram,Gaming,INF_6895,@creator_55788,Micro,170746.08,436415.07,2.56,2.883,1.231,0.652
CMP_01639,Instagram,Beauty,INF_5256,@creator_83830,Micro,202980.68,645385.84,3.18,1.252,1.116,0.536
CMP_01640,Instagram,Beauty,INF_7383,@creator_86572,Micro,108396.21,317151.18,2.93,1.467,1.275,0.598
CMP_01641,YouTube,Food,INF_3327,@creator_72248,Macro,964831.86,1961886.35,2.03,1.097,1.327,0.793
CMP_01642,Instagram,Food,INF_5349,@creator_93463,Nano,47989.46,189380.65,3.95,2.79,1.185,0.572
CMP_01643,Instagram,Tech,INF_3503,@creator_59810,Nano,62765.18,170130.44,2.71,2.971,1.239,0.492
CMP_01644,Instagram,D2C,INF_7516,@creator_71635,Macro,898507.71,2186202.96,2.43,2.594,1.321,0.302
CMP_01645,YouTube,Fintech,INF_1284,@creator_48334,Micro,134894.81,308139.93,2.28,2.015,1.095,0.949
CMP_01646,Instagram,Fashion,INF_3511,@creator_15720,Nano,37751.07,149975.7,3.97,1.329,1.226,0.551
CMP_01647,Instagram,Fashion,INF_6782,@creator_88694,Macro,909379.72,1856101.96,2.04,1.766,1.343,0.847
CMP_01648,Instagram,Fintech,INF_5494,@creator_90459,Mega,2451462.18,4407741.91,1.8,1.653,1.269,0.677
CMP_01649,Instagram,D2C,INF_9086,@creator_58544,Macro,405614.63,1243892.01,3.07,1.25,1.191,0.85
CMP_01650,YouTube,Fitness,INF_5821,@creator_18338,Mega,1468743.17,1819326.86,1.24,1.793,1.207,1.062
CMP_01651,Instagram,Fintech,INF_7704,@creator_11887,Nano,54303.15,203587.15,3.75,1.687,1.198,0.926
CMP_01652,TikTok,Fintech,INF_2070,@creator_76586,Macro,965983.86,3635643.73,3.76,1.302,1.224,0.61
CMP_01653,YouTube,D2C,INF_2414,@creator_70712,Nano,41659.96,92673.69,2.22,2.662,1.387,0.921
CMP_01654,YouTube,Beauty,INF_2945,@creator_67690,Nano,78376.09,176627.88,2.25,1.011,1.395,1.281
CMP_01655,Instagram,D2C,INF_6433,@creator_32612,Nano,52759.65,185479.13,3.52,1.151,1.15,0.383
CMP_01656,YouTube,D2C,INF_3768,@creator_45175,Macro,393639.89,732756.41,1.86,1.864,1.26,0.317
CMP_01657,Instagram,Gaming,INF_5378,@creator_33553,Nano,32886.76,122078.47,3.71,2.181,1.371,0.756
CMP_01658,Instagram,Beauty,INF_9924,@creator_95398,Macro,344934.3,789288.34,2.29,1.586,1.254,0.764
CMP_01659,Instagram,Food,INF_9484,@creator_40682,Macro,327338.23,908769.21,2.78,2.485,1.166,0.815
CMP_01660,Instagram,Beauty,INF_8333,@creator_72293,Nano,20763.64,46422.29,2.24,2.803,1.241,0.967
CMP_01661,Instagram,Fitness,INF_2990,@creator_19607,Macro,388567.97,1204318.1,3.1,2.221,1.399,0.743
CMP_01662,Instagram,D2C,INF_6044,@creator_75123,Nano,47648.77,179595.07,3.77,1.957,1.112,0.875
CMP_01663,Instagram,Fintech,INF_1588,@creator_51530,Micro,197626.69,636715.4,3.22,1.845,1.149,0.798
CMP_01664,Instagram,Tech,INF_8603,@creator_71645,Nano,71343.75,247064.13,3.46,2.569,1.342,0.464
CMP_01665,TikTok,D2C,INF_2898,@creator_98475,Micro,250458.14,1120193.13,4.47,1.887,1.06,1.042
CMP_01666,Instagram,Gaming,INF_7967,@creator_70614,Nano,68160.27,243440.62,3.57,2.787,1.223,0.573
CMP_01667,Instagram,D2C,INF_1288,@creator_50584,Nano,21464.86,88701.66,4.13,1.503,1.082,0.553
CMP_01668,TikTok,Beauty,INF_9788,@creator_45276,Micro,141952.82,526819.57,3.71,1.696,1.268,0.876
CMP_01669,Instagram,Beauty,INF_6606,@creator_18752,Nano,37544.27,112017.84,2.98,2.733,1.169,0.384
CMP_01670,Instagram,D2C,INF_4769,@creator_12479,Micro,280798.86,763996.81,2.72,2.139,1.123,0.518
CMP_01671,TikTok,Fitness,INF_6771,@creator_42401,Micro,256944.56,1211875.52,4.72,2.779,1.389,0.835
CMP_01672,YouTube,Food,INF_7780,@creator_78867,Micro,226417.48,568439.31,2.51,2.79,1.29,0.616
CMP_01673,YouTube,D2C,INF_1247,@creator_30762,Macro,853344.65,2012105.18,2.36,1.429,1.17,0.839
CMP_01674,YouTube,Fitness,INF_1393,@creator_78275,Micro,178193.42,304964.61,1.71,2.123,1.05,0.399
CMP_01675,YouTube,Fitness,INF_1572,@creator_92563,Nano,46680.05,131455.75,2.82,2.863,1.223,0.729
CMP_01676,Instagram,Fashion,INF_5568,@creator_56642,Macro,924378.94,2410351.57,2.61,1.737,1.304,0.35
CMP_01677,YouTube,Food,INF_1794,@creator_93481,Micro,131565.5,263343.11,2.0,1.208,1.068,0.829
CMP_01678,TikTok,Fintech,INF_1855,@creator_52255,Micro,278776.87,762290.56,2.73,2.144,1.314,0.599
CMP_01679,TikTok,Fintech,INF_8818,@creator_70874,Nano,66778.51,302538.44,4.53,2.879,1.282,0.524
CMP_01680,Instagram,Fitness,INF_3945,@creator_74414,Nano,37949.9,122317.56,3.22,1.611,1.218,0.873
CMP_01681,Instagram,Fintech,INF_3398,@creator_59179,Nano,37385.58,123640.27,3.31,1.368,1.286,0.777
CMP_01682,TikTok,Fitness,INF_9280,@creator_90490,Micro,159558.26,605125.74,3.79,1.552,1.393,0.776
CMP_01683,TikTok,D2C,INF_3959,@creator_94147,Micro,263377.6,1230745.19,4.67,2.168,1.101,0.501
CMP_01684,Instagram,Fintech,INF_9418,@creator_93186,Nano,62393.98,253435.36,4.06,1.744,1.337,0.506
CMP_01685,TikTok,Fintech,INF_7731,@creator_27341,Micro,117509.45,511203.02,4.35,2.704,1.354,0.873
CMP_01686,Instagram,Fintech,INF_7707,@creator_29584,Nano,27014.4,85495.54,3.16,1.308,1.342,0.736
CMP_01687,YouTube,Food,INF_7640,@creator_95877,Nano,78319.22,213282.38,2.72,2.891,1.181,0.903
CMP_01688,Instagram,Gaming,INF_4865,@creator_79830,Micro,216213.34,625138.2,2.89,2.956,1.199,0.539
CMP_01689,Instagram,Fitness,INF_2502,@creator_49884,Nano,44107.11,125750.61,2.85,1.211,1.059,0.943
CMP_01690,Instagram,Fintech,INF_6621,@creator_44734,Micro,152359.24,555281.9,3.64,2.929,1.11,0.441
CMP_01691,Instagram,Beauty,INF_6868,@creator_60486,Micro,187050.72,527371.2,2.82,2.188,1.138,0.381
CMP_01692,YouTube,Gaming,INF_7230,@creator_85593,Micro,236010.14,469477.82,1.99,2.942,1.273,0.939
CMP_01693,TikTok,Fintech,INF_2075,@creator_96333,Micro,222735.7,712029.87,3.2,1.63,1.3,1.295
CMP_01694,Instagram,Fintech,INF_9257,@creator_67254,Micro,280424.69,935400.34,3.34,1.645,1.199,0.747
CMP_01695,Instagram,Fitness,INF_4632,@creator_75480,Nano,57267.36,196849.13,3.44,1.551,1.056,0.669
CMP_01696,TikTok,D2C,INF_2824,@creator_32713,Macro,409337.54,987109.03,2.41,2.05,1.259,0.889
CMP_01697,Instagram,Tech,INF_5888,@creator_21325,Macro,654895.08,1679907.79,2.57,1.476,1.245,0.576
CMP_01698,TikTok,Gaming,INF_3270,@creator_94644,Mega,2082141.84,7761717.97,3.73,1.633,1.321,0.844
CMP_01699,Instagram,Food,INF_5941,@creator_26010,Macro,955598.6,2707264.07,2.83,1.376,1.236,0.49
CMP_01700,TikTok,Fintech,INF_4518,@creator_40982,Nano,73313.08,342093.81,4.67,2.981,1.249,1.084
CMP_01701,Instagram,Fintech,INF_7812,@creator_25468,Macro,574649.17,1710962.28,2.98,1.482,1.073,0.592
CMP_01702,TikTok,D2C,INF_4012,@creator_66636,Macro,837721.68,1628222.39,1.94,2.406,1.09,0.457
CMP_01703,YouTube,Gaming,INF_7672,@creator_73118,Micro,117978.0,265739.36,2.25,1.278,1.178,0.597
CMP_01704,YouTube,D2C,INF_6585,@creator_84090,Macro,930974.92,1544800.44,1.66,1.094,1.281,0.403
CMP_01705,Instagram,Tech,INF_1629,@creator_71760,Nano,26393.77,80334.94,3.04,1.261,1.072,0.336
CMP_01706,TikTok,Gaming,INF_6863,@creator_27340,Nano,62586.04,275912.21,4.41,1.726,1.08,0.775
CMP_01707,TikTok,Food,INF_9792,@creator_45097,Micro,92362.89,363591.47,3.94,2.84,1.192,0.934
CMP_01708,TikTok,Tech,INF_8152,@creator_97746,Macro,816327.81,2510923.87,3.08,2.595,1.137,1.001
CMP_01709,Instagram,Food,INF_9011,@creator_92351,Mega,1871679.28,2034641.43,1.09,2.073,1.148,0.391
CMP_01710,TikTok,Beauty,INF_4256,@creator_36111,Nano,70297.97,355220.04,5.05,2.971,1.113,0.521
CMP_01711,Instagram,Gaming,INF_4709,@creator_58754,Micro,147473.4,449304.12,3.05,2.716,1.262,0.387
CMP_01712,Instagram,Beauty,INF_3910,@creator_57182,Micro,151979.21,493936.5,3.25,1.679,1.363,0.62
CMP_01713,Instagram,D2C,INF_2360,@creator_54696,Nano,22808.84,67607.51,2.96,1.607,1.205,0.429
CMP_01714,YouTube,Fintech,INF_4638,@creator_10234,Micro,218833.05,496131.97,2.27,2.514,1.129,0.806
CMP_01715,Instagram,Fintech,INF_4032,@creator_88655,Micro,230448.08,727310.24,3.16,2.914,1.352,0.449
CMP_01716,Instagram,Fitness,INF_6269,@creator_53671,Nano,38145.17,114071.46,2.99,2.13,1.094,0.84
CMP_01717,Instagram,Food,INF_7453,@creator_86629,Nano,37356.3,126519.68,3.39,1.124,1.35,0.446
CMP_01718,Instagram,Food,INF_5442,@creator_25290,Macro,862234.45,2415708.5,2.8,2.314,1.363,1.02
CMP_01719,YouTube,Gaming,INF_4995,@creator_22113,Micro,288987.37,686593.53,2.38,1.678,1.3,0.66
CMP_01720,TikTok,Fintech,INF_8428,@creator_92306,Micro,188531.78,1008243.43,5.35,1.33,1.195,0.791
CMP_01721,Instagram,D2C,INF_8521,@creator_24876,Nano,24023.94,98539.16,4.1,2.006,1.225,0.813
CMP_01722,YouTube,D2C,INF_3489,@creator_70992,Micro,288208.62,655953.3,2.28,2.729,1.058,0.978
CMP_01723,YouTube,Fashion,INF_3328,@creator_10797,Macro,620889.68,1485384.98,2.39,2.866,1.341,0.767
CMP_01724,Instagram,Fitness,INF_5871,@creator_88890,Macro,649295.91,1128880.55,1.74,1.819,1.368,0.42
CMP_01725,Instagram,Beauty,INF_8227,@creator_79560,Nano,38618.61,126544.68,3.28,1.1,1.341,0.424
CMP_01726,Instagram,D2C,INF_3244,@creator_45571,Micro,299829.0,1014875.49,3.38,2.699,1.28,0.735
CMP_01727,Instagram,Fitness,INF_7296,@creator_79903,Macro,339121.79,763590.26,2.25,1.467,1.272,0.413
CMP_01728,Instagram,Fashion,INF_7501,@creator_58556,Macro,848032.9,2139920.96,2.52,1.734,1.145,0.644
CMP_01729,TikTok,D2C,INF_1717,@creator_35545,Micro,164561.33,689049.96,4.19,1.262,1.355,0.27
CMP_01730,TikTok,Fashion,INF_9012,@creator_34312,Macro,877521.22,2218325.97,2.53,2.472,1.236,0.313
CMP_01731,TikTok,Gaming,INF_1026,@creator_62685,Nano,23602.18,95953.68,4.07,1.783,1.221,0.521
CMP_01732,YouTube,Gaming,INF_2722,@creator_46820,Micro,90416.65,236688.7,2.62,1.481,1.171,0.924
CMP_01733,YouTube,Fitness,INF_2671,@creator_37492,Nano,75058.94,159566.36,2.13,1.159,1.364,0.673
CMP_01734,Instagram,Food,INF_3640,@creator_18894,Micro,161846.36,539267.32,3.33,1.615,1.321,0.903
CMP_01735,Instagram,Fashion,INF_3583,@creator_88943,Macro,409420.22,1149850.87,2.81,1.584,1.236,0.308
CMP_01736,Instagram,Food,INF_3419,@creator_76935,Nano,56929.31,193375.07,3.4,1.141,1.382,0.668
CMP_01737,Instagram,D2C,INF_8553,@creator_69514,Micro,211293.41,764741.67,3.62,1.708,1.212,0.488
CMP_01738,TikTok,Fashion,INF_9462,@creator_17988,Nano,26550.18,114107.07,4.3,2.308,1.262,0.519
CMP_01739,YouTube,Fitness,INF_3778,@creator_35236,Macro,594357.25,1195390.48,2.01,2.669,1.32,0.963
CMP_01740,Instagram,D2C,INF_6390,@creator_18715,Micro,139563.2,470397.45,3.37,1.047,1.232,1.036
CMP_01741,Instagram,D2C,INF_1755,@creator_75681,Nano,35148.16,133778.06,3.81,1.558,1.382,0.442
CMP_01742,Instagram,Fitness,INF_6555,@creator_83533,Micro,233597.05,609621.27,2.61,1.935,1.117,0.603
CMP_01743,Instagram,Fitness,INF_6566,@creator_30353,Micro,158735.48,511480.71,3.22,2.603,1.172,0.673
CMP_01744,TikTok,Fashion,INF_8784,@creator_96518,Macro,806911.26,2981765.73,3.7,1.15,1.259,0.305
CMP_01745,Instagram,Beauty,INF_1483,@creator_51989,Micro,168276.22,530743.86,3.15,1.382,1.208,0.991
CMP_01746,Instagram,Fintech,INF_3309,@creator_72594,Nano,44971.26,163862.05,3.64,2.58,1.204,0.582
