Campaign_ID,Influencer_ID,Category,Influencer_Tier,Followers_Count,Platform,Date_Posted,Cost_Fee_INR,Impressions,Likes,Comments,Shares,Link_Clicks,Total_Orders,Total_Revenue_INR
CMP_202506_64,INF_E57E32AE,Beauty,Nano,9639,TikTok,2025-06-02,1000,3710,115,6,13,55,0,0
CMP_202504_54,INF_E29E22FF,Fashion,Micro,64670,LinkedIn,2025-04-22,67397,39048,464,27,54,532,27,68703
CMP_202510_96,INF_7DFDBD82,Tech,Micro,86795,Instagram,2025-10-11,22670,131151,6571,386,773,1163,22,163153
CMP_202509_13,INF_15F1555D,Gaming,Micro,82692,LinkedIn,2025-09-01,86538,22753,940,55,110,284,12,24024
CMP_202505_61,INF_DADEB21F,Fashion,Micro,48393,LinkedIn,2025-05-06,52207,30643,1206,70,141,283,13,34555
CMP_202502_30,INF_DADEB21F,Fashion,Micro,48393,Instagram,2025-02-18,16291,28938,982,57,115,409,9,22350
CMP_202505_13,INF_CFD1D222,Lifestyle,Mid,152989,Instagram,2025-05-21,31041,70231,3351,197,394,1052,18,26602
CMP_202512_22,INF_CCC9B30E,Gaming,Micro,97153,LinkedIn,2025-12-27,135619,172014,3815,224,448,4807,182,353394
CMP_202503_77,INF_865C9EAF,Lifestyle,Mid,472730,LinkedIn,2025-03-08,820387,547326,7560,444,889,9638,346,473156
CMP_202502_34,INF_D4213268,Finance,Micro,10440,LinkedIn,2025-02-19,12502,11472,161,9,19,139,2,18416
CMP_202507_32,INF_D718876C,Beauty,Nano,9567,Instagram,2025-07-26,1000,3315,114,6,13,29,1,1060
CMP_202512_45,INF_BD9528EE,Finance,Macro,668211,Instagram,2025-12-21,242663,452927,3815,224,448,7919,33,396320
CMP_202506_83,INF_4315BF6C,Beauty,Macro,933738,YouTube,2025-06-20,1152068,809903,23784,1399,2798,29213,1644,1611063
CMP_202503_13,INF_FFDC83C0,Finance,Micro,92468,Instagram,2025-03-22,19645,146001,6923,407,814,1691,33,252457
CMP_202510_99,INF_95A3BC61,Tech,Micro,49156,Instagram,2025-10-20,10826,34176,646,38,76,635,9,146895
CMP_202508_14,INF_A5F4B09D,Finance,Micro,64519,YouTube,2025-08-28,42262,37606,1639,96,192,1621,45,615579
CMP_202511_71,INF_C4976E25,Lifestyle,Micro,19702,Instagram,2025-11-29,3299,25814,232,13,27,446,5,14414
CMP_202503_15,INF_A91DFE28,Lifestyle,Micro,50728,Instagram,2025-03-01,19030,54569,2011,118,236,668,1,1780
CMP_202501_85,INF_032102D7,Tech,Micro,92892,Instagram,2025-01-24,9293,84609,888,52,104,1293,18,338681
CMP_202508_33,INF_BBE2EB67,Lifestyle,Micro,17416,TikTok,2025-08-24,2893,27462,881,51,103,102,1,2962
CMP_202505_27,INF_A91DFE28,Lifestyle,Micro,50728,Instagram,2025-05-14,12997,25628,346,20,40,239,4,6817
CMP_202507_16,INF_43BEA71B,Fashion,Nano,5779,Instagram,2025-07-06,1424,13072,594,34,69,172,5,15655
CMP_202503_49,INF_B2F04945,Beauty,Micro,99418,TikTok,2025-03-19,19108,45295,812,47,95,244,0,0
CMP_202506_64,INF_9A438788,Lifestyle,Micro,31556,Instagram,2025-06-12,19472,17322,292,17,34,121,2,4779
CMP_202502_49,INF_4277507C,Beauty,Mid,281476,TikTok,2025-02-12,11788,107592,2170,127,255,1012,18,25649
CMP_202501_40,INF_44475283,Finance,Micro,73311,Instagram,2025-01-31,26224,51525,2136,125,251,957,21,116962
CMP_202502_32,INF_D1EE2491,Beauty,Micro,83146,Instagram,2025-02-10,36973,93660,3260,191,383,1240,39,41705
CMP_202504_22,INF_8967CD88,Beauty,Mid,228606,LinkedIn,2025-04-24,426213,189177,3485,205,410,2861,152,141563
CMP_202503_81,INF_87D5D16D,Fashion,Mid,102707,LinkedIn,2025-03-15,122126,119222,4009,235,471,2623,11,32094
CMP_202503_90,INF_5A2FCD87,Gaming,Mid,115701,YouTube,2025-03-11,64720,216679,5845,343,687,7933,303,377870
CMP_202509_76,INF_BD94EDE6,Lifestyle,Nano,7215,TikTok,2025-09-07,1298,12972,559,32,65,78,1,2132
CMP_202505_89,INF_547675F8,Tech,Nano,8493,TikTok,2025-05-29,1855,7687,375,22,44,48,0,0
CMP_202505_38,INF_A419EA1F,Beauty,Mid,326960,LinkedIn,2025-05-05,236042,339703,5797,341,682,8859,531,649698
CMP_202510_21,INF_44812128,Tech,Mid,413115,TikTok,2025-10-26,32572,195895,1776,104,209,808,4,33626
CMP_202503_46,INF_5B42CB93,Gaming,Micro,41228,TikTok,2025-03-13,7332,25358,341,20,40,58,0,0
CMP_202511_35,INF_CF26BC76,Gaming,Micro,40923,TikTok,2025-11-27,6463,68792,1505,88,177,478,11,24099
CMP_202511_30,INF_4738F145,Fashion,Nano,9923,YouTube,2025-11-16,8665,8335,75,4,8,321,12,20913
CMP_202509_74,INF_3D80E4CC,Fashion,Macro,768437,LinkedIn,2025-09-20,595735,338899,9276,545,1091,5520,231,430761
CMP_202508_14,INF_837DB875,Gaming,Mid,378013,YouTube,2025-08-13,820009,157932,2436,143,286,6753,308,545138
CMP_202507_91,INF_A515832A,Finance,Micro,25758,Instagram,2025-07-09,12103,44592,599,35,70,596,0,0
CMP_202506_30,INF_CAECD750,Fashion,Mid,252609,YouTube,2025-06-11,324942,239729,5663,333,666,10083,442,889013
CMP_202507_89,INF_68B9D46A,Gaming,Micro,17529,Instagram,2025-07-14,2560,9275,453,26,53,109,1,2027
CMP_202504_91,INF_50FC3E7C,Beauty,Nano,5838,TikTok,2025-04-08,1000,10019,412,24,48,130,3,3650
CMP_202502_19,INF_A49D3E15,Finance,Mid,167186,Instagram,2025-02-09,41362,136401,4692,276,552,1439,9,66129
CMP_202502_15,INF_46B60E2C,Beauty,Nano,6793,Instagram,2025-02-13,1379,2414,41,2,4,23,0,0
CMP_202509_57,INF_E73F125A,Lifestyle,Nano,5655,Instagram,2025-09-11,2287,11391,471,27,55,134,2,4205
CMP_202508_89,INF_89BAC101,Lifestyle,Micro,41465,LinkedIn,2025-08-13,60567,29745,1445,85,170,371,14,15438
CMP_202509_32,INF_7B438D89,Gaming,Micro,36396,YouTube,2025-09-21,21967,12182,490,28,57,560,29,60403
CMP_202510_71,INF_E2DF97AE,Gaming,Micro,15979,LinkedIn,2025-10-31,13411,5089,198,11,23,27,0,0
CMP_202506_98,INF_DD13FD24,Fashion,Nano,7029,TikTok,2025-06-25,1459,6222,137,8,16,73,1,2685
CMP_202502_52,INF_68248FBD,Fashion,Nano,7742,LinkedIn,2025-02-07,8374,15164,404,23,47,204,9,14465
CMP_202512_91,INF_C90B4C63,Tech,Nano,8623,LinkedIn,2025-12-10,8234,7996,158,9,18,107,2,20826
CMP_202508_65,INF_33BC34F0,Lifestyle,Micro,52837,Instagram,2025-08-13,13574,26792,1158,68,136,287,2,3565
CMP_202601_84,INF_11C6664E,Beauty,Mid,290808,YouTube,2026-01-01,548484,499668,10358,609,1218,22379,1012,1356428
CMP_202510_99,INF_539C9286,Tech,Micro,95247,YouTube,2025-10-25,46495,206283,1819,107,214,8980,271,1517651
CMP_202512_72,INF_AF05A281,Tech,Macro,500994,Instagram,2025-12-16,157819,591206,10460,615,1230,9132,179,4032276
CMP_202511_28,INF_CF13DBD3,Tech,Nano,6646,LinkedIn,2025-11-26,9670,4989,194,11,22,73,0,0
CMP_202501_43,INF_2264273E,Gaming,Micro,24402,TikTok,2025-01-04,3426,15914,372,21,43,129,3,2473
CMP_202510_33,INF_6CE26F25,Finance,Macro,722693,YouTube,2025-10-19,726068,342849,4838,284,569,16188,399,3478081
CMP_202504_59,INF_0BE30BB9,Fashion,Micro,92664,LinkedIn,2025-04-26,156327,91533,3161,185,371,1765,83,230841
CMP_202509_76,INF_FB1D3C02,Finance,Micro,15754,LinkedIn,2025-09-06,39691,15600,572,33,67,189,0,0
CMP_202502_89,INF_F95087AF,Finance,Nano,7078,LinkedIn,2025-02-14,19747,3273,55,3,6,51,0,0
CMP_202511_80,INF_5C01908F,Finance,Micro,16110,TikTok,2025-11-14,4107,28362,981,57,115,28,0,0
CMP_202501_38,INF_AB83A271,Gaming,Nano,9185,YouTube,2025-01-06,7596,5076,129,7,15,221,8,14665
CMP_202507_81,INF_97211091,Gaming,Mid,494684,LinkedIn,2025-07-23,988492,619595,3337,196,392,10553,513,780734
CMP_202504_11,INF_57C5CDE3,Beauty,Mid,271903,TikTok,2025-04-14,112615,400002,6907,406,812,4661,84,78337
CMP_202503_98,INF_70435374,Finance,Macro,739380,LinkedIn,2025-03-18,1892657,825521,21714,1277,2554,15557,36,313648
CMP_202508_40,INF_A5E36892,Finance,Nano,7679,YouTube,2025-08-12,8114,5839,150,8,17,236,3,23303
CMP_202511_14,INF_D9C75A59,Beauty,Mega,3735091,LinkedIn,2025-11-09,4581857,1277341,33513,1971,3942,15231,102,148297
CMP_202506_90,INF_781A7CB5,Beauty,Micro,20872,TikTok,2025-06-05,2637,13065,317,18,37,96,2,2294
CMP_202512_84,INF_A99D4129,Beauty,Micro,76476,TikTok,2025-12-19,8388,112299,2300,135,270,987,1,1633
CMP_202506_27,INF_21C59C65,Fashion,Mid,290530,YouTube,2025-06-06,186205,803801,5120,301,602,30677,1215,2569507
CMP_202507_39,INF_57F84FE2,Gaming,Micro,78152,LinkedIn,2025-07-04,150675,31052,482,28,56,533,19,26554
CMP_202511_62,INF_EC982524,Tech,Micro,91688,TikTok,2025-11-01,24787,98302,3265,192,384,325,4,49824
CMP_202507_36,INF_D9FC77FD,Tech,Micro,42859,LinkedIn,2025-07-25,90462,42642,739,43,87,315,9,112580
CMP_202502_89,INF_F842828A,Tech,Mid,364691,LinkedIn,2025-02-23,413200,542384,12320,724,1449,10584,418,3511152
CMP_202506_52,INF_57CA4EA9,Finance,Micro,81226,Instagram,2025-06-22,21213,57567,1906,112,224,1304,9,124929
CMP_202509_90,INF_9AFFC9ED,Beauty,Macro,889907,Instagram,2025-09-21,145981,455779,9187,540,1080,6438,222,218466
CMP_202506_47,INF_0C504EC8,Fashion,Micro,17180,Instagram,2025-06-16,9850,11063,426,25,50,228,4,15232
CMP_202509_11,INF_6568FB39,Lifestyle,Nano,9899,TikTok,2025-09-26,1422,8253,362,21,42,61,1,1106
CMP_202511_35,INF_9CE4D53C,Lifestyle,Nano,6988,YouTube,2025-11-23,5124,5326,130,7,15,203,8,17297
CMP_202505_42,INF_40EAB9DA,Gaming,Micro,51887,Instagram,2025-05-07,26783,26894,976,57,114,183,3,1841
CMP_202504_99,INF_5909BCFB,Finance,Nano,6850,YouTube,2025-04-05,8015,9215,205,12,24,351,5,58428
CMP_202512_31,INF_8677DCB3,Beauty,Macro,551314,YouTube,2025-12-23,775613,539494,3699,217,435,26015,1310,1325979
CMP_202501_56,INF_056BF57C,Fashion,Macro,916846,YouTube,2025-01-07,762277,654158,14569,857,1714,28256,1223,3446087
CMP_202505_82,INF_144CEA34,Beauty,Nano,5115,YouTube,2025-05-03,7559,3510,127,7,15,137,7,10434
CMP_202508_42,INF_99EF5CC7,Tech,Micro,57773,LinkedIn,2025-08-31,106953,67042,2941,173,346,573,16,356759
CMP_202501_85,INF_A91DFE28,Lifestyle,Micro,50728,YouTube,2025-01-07,36163,38872,1107,65,130,1452,47,75285
CMP_202510_47,INF_E29E22FF,Fashion,Micro,64670,Instagram,2025-10-28,41786,35884,1327,78,156,454,13,49317
CMP_202507_40,INF_E4C99594,Gaming,Micro,28265,Instagram,2025-07-30,6585,70660,1127,66,132,1261,34,52128
CMP_202511_90,INF_FF89E86F,Gaming,Macro,788439,YouTube,2025-11-20,347131,768610,13632,801,1603,35839,1573,2414452
CMP_202506_99,INF_2191AAF3,Gaming,Nano,7819,LinkedIn,2025-06-22,9697,3027,47,2,5,57,2,2342
CMP_202504_16,INF_ED39F871,Finance,Nano,9821,YouTube,2025-04-27,5382,15309,721,42,84,629,10,123101
CMP_202507_57,INF_2DAD3214,Beauty,Nano,9975,LinkedIn,2025-07-19,9250,5014,231,13,27,47,3,3817
CMP_202505_53,INF_90140036,Lifestyle,Micro,79813,YouTube,2025-05-28,61015,23279,665,39,78,976,34,95033
CMP_202507_51,INF_39D2E6E3,Lifestyle,Mid,112202,YouTube,2025-07-26,144709,244592,1388,81,163,10419,481,891173
CMP_202509_26,INF_6DFED655,Fashion,Nano,9078,LinkedIn,2025-09-28,27261,11284,201,11,23,266,11,38129
CMP_202508_62,INF_E4416914,Beauty,Mid,389089,LinkedIn,2025-08-29,544537,970460,27444,1614,3228,21589,1340,1328416
CMP_202511_47,INF_432FA6A6,Gaming,Micro,13419,YouTube,2025-11-30,11414,13047,208,12,24,482,18,22956
CMP_202504_59,INF_4ED6C02E,Beauty,Micro,71720,YouTube,2025-04-07,72225,84694,4131,243,486,3004,151,167393
CMP_202502_26,INF_5909BCFB,Finance,Nano,6850,YouTube,2025-02-24,7576,5323,206,12,24,234,3,40207
CMP_202509_86,INF_3693CC9E,Finance,Micro,24176,YouTube,2025-09-08,34533,63828,1611,94,189,2129,50,724836
CMP_202504_25,INF_978B6723,Tech,Mid,123412,LinkedIn,2025-04-25,189772,64777,589,34,69,708,17,297487
CMP_202507_50,INF_76E7663A,Tech,Nano,5406,Instagram,2025-07-21,1000,5649,286,16,33,87,0,0
CMP_202503_15,INF_A9592E7E,Finance,Nano,8633,TikTok,2025-03-30,1000,4891,225,13,26,19,0,0
CMP_202505_21,INF_1FAAE550,Lifestyle,Micro,22731,YouTube,2025-05-27,14910,11418,530,31,62,424,16,35884
CMP_202501_14,INF_1F3D2EFC,Lifestyle,Mid,455818,TikTok,2025-01-08,97947,134628,3283,193,386,1417,30,48707
CMP_202508_94,INF_95C2D72B,Beauty,Micro,62341,LinkedIn,2025-08-03,58345,76462,1397,82,164,783,47,48798
CMP_202504_37,INF_F9139412,Fashion,Nano,9802,Instagram,2025-04-23,1770,9872,448,26,52,40,0,0
CMP_202505_11,INF_B0154879,Tech,Mid,119778,Instagram,2025-05-14,28530,113617,2922,171,343,2011,24,198344
CMP_202510_56,INF_AA44A48B,Fashion,Micro,59817,LinkedIn,2025-10-21,28191,95422,1813,106,213,1339,61,161794
CMP_202509_77,INF_CF13DBD3,Tech,Nano,6646,LinkedIn,2025-09-22,10129,9726,356,20,41,73,2,17493
CMP_202503_50,INF_233C364B,Beauty,Nano,7353,LinkedIn,2025-03-26,9505,15549,664,39,78,220,17,31176
CMP_202503_19,INF_59279844,Tech,Mid,337810,Instagram,2025-03-20,123815,350923,5377,316,632,7173,80,1427352
CMP_202509_24,INF_8E4068A5,Finance,Macro,865064,LinkedIn,2025-09-04,729853,501698,6525,383,767,5035,83,1041278
CMP_202506_18,INF_A813B370,Finance,Micro,59564,LinkedIn,2025-06-20,55865,88213,1337,78,157,562,9,94555
CMP_202501_45,INF_7088864F,Gaming,Micro,86298,Instagram,2025-01-26,32324,50700,2133,125,251,634,12,21523
CMP_202507_42,INF_24EA69D5,Tech,Macro,573186,YouTube,2025-07-04,526768,1760309,30369,1786,3572,68557,131,922443
CMP_202502_95,INF_7EF6AE8A,Tech,Mid,143368,YouTube,2025-02-05,117185,249277,6768,398,796,11838,384,7713568
CMP_202512_28,INF_D085B48C,Beauty,Micro,68352,TikTok,2025-12-15,11240,45643,2310,135,271,478,12,18296
CMP_202504_65,INF_C90B4C63,Tech,Nano,8623,TikTok,2025-04-20,1313,6988,262,15,30,37,0,0
CMP_202504_92,INF_9A438788,Lifestyle,Micro,31556,TikTok,2025-04-06,1647,13993,169,9,19,125,2,2666
CMP_202508_79,INF_8A33708C,Gaming,Macro,999062,LinkedIn,2025-08-05,765166,830919,7012,412,825,5376,213,496478
CMP_202509_81,INF_1EFE07B6,Gaming,Nano,7378,TikTok,2025-09-23,1000,4660,115,6,13,23,0,0
CMP_202512_70,INF_EE872AC8,Gaming,Mega,4731815,YouTube,2025-12-27,5770016,1513777,29281,1722,3444,47980,1600,1184678
CMP_202507_30,INF_B3CC4336,Tech,Micro,28382,TikTok,2025-07-28,3748,28187,1181,69,139,179,1,14016
CMP_202512_14,INF_3031F615,Finance,Micro,36940,YouTube,2025-12-28,20820,18767,243,14,28,764,15,111907
CMP_202505_34,INF_3C1E5714,Finance,Mid,263827,Instagram,2025-05-31,183833,324462,7233,425,851,1924,7,102729
CMP_202506_36,INF_A79E26CC,Beauty,Micro,13981,TikTok,2025-06-13,3991,5215,98,5,11,63,1,1800
CMP_202503_18,INF_ABD66946,Fashion,Micro,18227,LinkedIn,2025-03-23,34959,21857,539,31,63,333,16,40629
CMP_202510_44,INF_23A0A016,Fashion,Micro,51287,TikTok,2025-10-10,7618,22229,396,23,46,362,7,11281
CMP_202503_92,INF_45802686,Beauty,Micro,52366,Instagram,2025-03-02,17943,53505,1858,109,218,455,1,1884
CMP_202505_40,INF_FD858E36,Beauty,Mid,429082,YouTube,2025-05-19,499606,162722,8241,484,969,6593,360,453145
CMP_202508_70,INF_78E6BB8A,Beauty,Nano,6128,YouTube,2025-08-18,4418,4334,118,6,13,173,0,0
CMP_202506_68,INF_B346E508,Fashion,Mid,170505,YouTube,2025-06-09,275383,139805,6494,382,764,6115,239,405301
CMP_202505_56,INF_BB2B404F,Lifestyle,Micro,61807,Instagram,2025-05-27,13437,62047,2557,150,300,1072,13,16266
CMP_202510_44,INF_5CFA09E9,Finance,Nano,9068,TikTok,2025-10-05,1109,3727,119,7,14,38,0,0
CMP_202511_81,INF_3BBF1717,Fashion,Micro,44635,YouTube,2025-11-28,97670,44221,591,34,69,1721,70,249933
CMP_202504_77,INF_5C487DDA,Finance,Micro,72997,YouTube,2025-04-16,62894,249176,7100,417,835,9475,19,162551
CMP_202501_55,INF_68248FBD,Fashion,Nano,7742,Instagram,2025-01-17,1276,4877,182,10,21,104,1,2558
CMP_202504_85,INF_C9B62A67,Fashion,Mid,246829,LinkedIn,2025-04-14,493475,284708,8055,473,947,5176,240,826155
CMP_202505_25,INF_FC83A3B3,Fashion,Mega,4567678,Instagram,2025-05-10,1786597,1557979,20373,1198,2396,13179,33,69054
CMP_202503_42,INF_B043400C,Fashion,Micro,77535,Instagram,2025-03-27,17786,80204,1100,64,129,757,1,2517
CMP_202512_12,INF_8DD22F0C,Tech,Micro,91507,Instagram,2025-12-01,9991,96527,2946,173,346,898,14,208555
CMP_202502_73,INF_7246A383,Tech,Mid,414465,Instagram,2025-02-04,161976,100158,3221,189,379,766,18,405874
CMP_202503_44,INF_4146F639,Fashion,Micro,43336,YouTube,2025-03-23,69024,61538,611,35,71,2604,88,177586
CMP_202510_21,INF_A49D3E15,Finance,Mid,167186,LinkedIn,2025-10-31,180472,74359,3665,215,431,1085,15,155068
CMP_202511_59,INF_C0B3F292,Lifestyle,Micro,99681,YouTube,2025-11-12,70458,133816,2653,156,312,4842,16,35880
CMP_202507_16,INF_9B63ED84,Gaming,Micro,61325,LinkedIn,2025-07-23,54612,138343,6209,365,730,1177,45,27567
CMP_202509_91,INF_489B5626,Tech,Micro,75734,YouTube,2025-09-07,48063,40453,1299,76,152,1582,41,455903
CMP_202508_77,INF_A72339EA,Lifestyle,Nano,6502,TikTok,2025-08-08,1557,4907,142,8,16,13,0,0
CMP_202510_68,INF_EA7B90AC,Lifestyle,Mid,428959,LinkedIn,2025-10-02,556340,256376,3229,189,379,3348,151,450918
CMP_202508_45,INF_B1D4F609,Gaming,Micro,52342,TikTok,2025-08-14,11111,29539,331,19,39,29,0,0
CMP_202510_19,INF_DBFA9EA8,Lifestyle,Micro,34557,TikTok,2025-10-25,4406,21922,554,32,65,223,3,6439
CMP_202512_90,INF_1AEF48C4,Beauty,Micro,60616,YouTube,2025-12-28,59426,27255,363,21,42,1113,49,77777
CMP_202601_41,INF_AA3074B6,Beauty,Micro,37791,LinkedIn,2026-01-01,97596,31721,387,22,45,404,25,49891
CMP_202503_95,INF_EEDCDCC4,Fashion,Mid,161663,YouTube,2025-03-27,193550,263832,7802,458,917,10661,38,149306
CMP_202508_43,INF_4DBA14F9,Gaming,Nano,7004,YouTube,2025-08-24,9935,3014,151,8,17,125,4,2089
CMP_202509_27,INF_303A7CDF,Lifestyle,Nano,9917,YouTube,2025-09-14,17025,8600,121,7,14,386,1,2565
CMP_202503_42,INF_FB1D3C02,Finance,Micro,15754,TikTok,2025-03-31,2644,12478,629,37,74,96,0,0
CMP_202501_68,INF_B2A1B953,Lifestyle,Mega,2406937,LinkedIn,2025-01-07,2792733,2484917,55569,3268,6537,38696,169,228228
CMP_202505_48,INF_1FAAE550,Lifestyle,Micro,22731,Instagram,2025-05-02,7035,20896,705,41,83,289,4,4226
CMP_202508_90,INF_55BB8DE2,Gaming,Micro,14323,LinkedIn,2025-08-02,26924,12920,646,38,76,202,9,5753
CMP_202503_45,INF_9C0AFABF,Tech,Micro,17650,TikTok,2025-03-23,7819,13111,364,21,42,75,0,0
CMP_202507_78,INF_C5E079A4,Gaming,Micro,98889,YouTube,2025-07-03,82708,59623,521,30,61,1740,64,39417
CMP_202506_46,INF_3C74FFFC,Fashion,Micro,76295,LinkedIn,2025-06-14,78493,52393,1445,85,170,931,46,77395
CMP_202507_62,INF_6685AAEA,Finance,Nano,6741,TikTok,2025-07-11,1292,7905,328,19,38,25,0,0
CMP_202505_72,INF_32F6A895,Fashion,Micro,69335,LinkedIn,2025-05-31,100777,66614,1659,97,195,1803,79,129674
CMP_202502_16,INF_CC543397,Tech,Nano,5892,LinkedIn,2025-02-26,5884,2248,67,3,7,27,0,0
CMP_202504_14,INF_03D2546F,Fashion,Mid,429838,YouTube,2025-04-14,471413,295213,4430,260,521,11273,495,1464778
CMP_202512_73,INF_E356978B,Finance,Micro,24629,LinkedIn,2025-12-23,19202,7940,231,13,27,93,1,11528
CMP_202504_70,INF_F1DD1C6A,Gaming,Macro,706599,TikTok,2025-04-07,93538,283787,2176,128,256,2717,33,73230
CMP_202506_28,INF_EDECAAB5,Tech,Nano,9853,LinkedIn,2025-06-12,16818,6067,90,5,10,38,1,7738
CMP_202509_21,INF_8CEC0B2C,Fashion,Nano,5871,YouTube,2025-09-04,7763,6613,333,19,39,260,9,17857
CMP_202502_89,INF_F4FC23D4,Fashion,Nano,8898,TikTok,2025-02-16,1255,7673,250,14,29,65,0,0
CMP_202501_55,INF_805AB897,Beauty,Nano,8531,YouTube,2025-01-19,16127,8857,419,24,49,283,15,17837
CMP_202512_73,INF_7F23261F,Finance,Macro,738074,LinkedIn,2025-12-31,1500045,419262,7130,419,838,7345,159,1949013
CMP_202511_40,INF_52363DE5,Beauty,Nano,7894,YouTube,2025-11-22,8353,4569,147,8,17,204,9,12475
CMP_202507_75,INF_5BD9F10A,Lifestyle,Mid,184794,YouTube,2025-07-10,131303,39630,1830,107,215,1554,42,96530
CMP_202503_75,INF_7241E1EF,Fashion,Micro,28590,LinkedIn,2025-03-07,15786,10253,437,25,51,135,6,10362
CMP_202504_25,INF_5FDDE301,Beauty,Nano,5299,YouTube,2025-04-14,4929,4986,210,12,24,179,8,14698
CMP_202511_62,INF_7D10D95A,Gaming,Micro,80207,TikTok,2025-11-30,7678,42395,754,44,88,360,4,6191
CMP_202509_61,INF_1E8B8BC6,Tech,Mid,300397,Instagram,2025-09-28,50475,228289,3820,224,449,1921,45,567497
CMP_202504_23,INF_8E5A7E3B,Fashion,Nano,5767,TikTok,2025-04-13,1489,7985,367,21,43,39,0,0
CMP_202510_57,INF_958D6456,Beauty,Nano,7858,TikTok,2025-10-11,1000,1956,66,3,7,18,0,0
CMP_202510_34,INF_F03EE468,Fashion,Micro,12229,YouTube,2025-10-26,23436,5578,94,5,11,213,8,19632
CMP_202510_59,INF_BE6DDEB8,Beauty,Micro,78656,LinkedIn,2025-10-02,85400,88927,3513,206,413,1028,68,69808
CMP_202503_14,INF_B515FFC8,Fashion,Nano,9504,TikTok,2025-03-02,1000,17556,448,26,52,17,0,0
CMP_202504_81,INF_D4213268,Finance,Micro,10440,TikTok,2025-04-22,1572,20253,806,47,94,68,0,0
CMP_202505_43,INF_4277507C,Beauty,Mid,281476,Instagram,2025-05-07,71597,231420,5970,351,702,2708,103,188774
CMP_202505_13,INF_4B813AA3,Lifestyle,Mid,244671,LinkedIn,2025-05-19,478801,194466,4563,268,536,2779,118,319729
CMP_202506_49,INF_0AF8EB20,Gaming,Nano,7822,YouTube,2025-06-28,9801,3971,83,4,9,171,0,0
CMP_202511_96,INF_BD94EDE6,Lifestyle,Nano,7215,LinkedIn,2025-11-13,20108,3081,39,2,4,46,2,2651
CMP_202508_56,INF_16B86726,Lifestyle,Nano,5277,TikTok,2025-08-16,1129,6336,76,4,9,22,0,0
CMP_202511_47,INF_C0292E38,Tech,Micro,47373,TikTok,2025-11-01,8714,38431,802,47,94,455,6,51557
CMP_202506_39,INF_2F4B88A9,Fashion,Mid,400846,YouTube,2025-06-07,263907,417007,3128,184,368,15090,514,1200383
CMP_202505_40,INF_441D8754,Beauty,Micro,43472,YouTube,2025-05-28,63987,30608,1494,87,175,1189,70,58000
CMP_202508_58,INF_3F53AB70,Beauty,Micro,91516,LinkedIn,2025-08-21,129955,32698,1445,85,170,524,35,38360
CMP_202510_75,INF_59543940,Beauty,Macro,994754,LinkedIn,2025-10-12,2144692,1049320,17488,1028,2057,9542,562,760724
CMP_202502_46,INF_651D642B,Finance,Nano,9313,LinkedIn,2025-02-06,15459,10141,209,12,24,123,2,13497
CMP_202511_50,INF_71C5E194,Lifestyle,Mid,187116,LinkedIn,2025-11-10,319006,126721,4535,266,533,1800,89,169221
CMP_202511_38,INF_44E011C8,Lifestyle,Nano,7868,TikTok,2025-11-09,1000,30118,679,39,79,420,7,15814
CMP_202504_77,INF_8CEC0B2C,Fashion,Nano,5871,YouTube,2025-04-25,5814,2297,30,1,3,87,0,0
CMP_202503_65,INF_0AC6CC34,Finance,Micro,66702,YouTube,2025-03-05,97120,29921,716,42,84,1238,15,161917
CMP_202509_88,INF_F4FC23D4,Fashion,Nano,8898,YouTube,2025-09-15,3649,3808,47,2,5,114,4,10731
CMP_202506_88,INF_60F144F4,Beauty,Micro,77532,YouTube,2025-06-14,82947,31603,1132,66,133,1074,63,86195
CMP_202512_97,INF_937437AE,Beauty,Macro,936623,LinkedIn,2025-12-15,2502770,1837860,49284,2899,5798,19092,1143,2216745
CMP_202508_50,INF_AD05EF77,Fashion,Micro,98493,Instagram,2025-08-29,32510,39856,1455,85,171,399,9,24117
CMP_202509_73,INF_69ACEEBA,Fashion,Mid,223278,TikTok,2025-09-24,27594,131358,5427,319,638,1701,3,8216
CMP_202512_31,INF_17F769B0,Gaming,Mid,299389,YouTube,2025-12-31,575370,296397,3157,185,371,13449,558,1212413
CMP_202512_55,INF_B480CC3F,Tech,Micro,71426,LinkedIn,2025-12-21,115546,27518,1325,77,155,370,12,211443
CMP_202504_26,INF_A5F4B09D,Finance,Micro,64519,YouTube,2025-04-10,33192,82506,3813,224,448,2824,70,370672
CMP_202508_46,INF_94531F06,Fashion,Nano,8853,LinkedIn,2025-08-07,11203,7874,217,12,25,138,0,0
CMP_202501_15,INF_810C6D02,Tech,Mid,259500,YouTube,2025-01-22,365960,287174,7316,430,860,10041,271,4041626
CMP_202509_63,INF_7363BECA,Gaming,Nano,7194,Instagram,2025-09-05,2981,6173,188,11,22,122,1,1869
CMP_202508_47,INF_6568FB39,Lifestyle,Nano,9899,YouTube,2025-08-30,7925,5286,153,9,18,235,10,19595
CMP_202512_32,INF_F53F85A7,Lifestyle,Mid,123803,Instagram,2025-12-06,35925,160485,7086,416,833,160,2,3238
CMP_202506_48,INF_E825914D,Tech,Nano,5718,TikTok,2025-06-06,1122,5246,226,13,26,49,0,0
CMP_202511_45,INF_39D2E6E3,Lifestyle,Mid,112202,YouTube,2025-11-07,189745,166943,7082,416,833,6046,24,43053
