Campaign_ID,Influencer_ID,Influencer_Tier,Followers_Count,Platform,Format,Date_Posted,Cost_Fee_INR,Impressions,Likes,Comments,Shares,Saves,Link_Clicks,Total_Orders,Total_Revenue_INR,Promo_Code
CMP_202501_B,INF_233D9490,Mid,360555,TikTok,Video,2025-01-19,21700,409214,10337,336,1159,747,2377,20,29599,SALE_9490
CMP_202503_A,INF_9737C2D2,Nano,4907,TikTok,Video,2025-03-23,400,19448,266,3,38,15,326,4,5883,SALE_C2D2
CMP_202503_A,INF_FC8B4664,Micro,65838,LinkedIn,Text_Post,2025-03-15,74600,116481,727,35,141,50,2257,97,1107517,SALE_4664
CMP_202508_B,INF_9F0697DE,Micro,89687,TikTok,Video,2025-08-14,17100,91539,3507,106,377,111,1734,39,55711,SALE_97DE
CMP_202509_B,INF_99D0471A,Macro,694003,LinkedIn,Article,2025-09-22,586400,450167,17808,435,1366,1565,11135,561,8021336,SALE_471A
CMP_202510_A,INF_40A482F7,Mid,223197,Instagram,Static_Post,2025-10-05,50200,1007972,32338,588,2798,1032,17267,45,47002,SALE_82F7
CMP_202511_A,INF_B9E5E915,Macro,595501,LinkedIn,Text_Post,2025-11-21,317700,588603,22279,976,2593,1562,9825,464,6165753,SALE_E915
CMP_202510_A,INF_ADEBF830,Mid,212967,Instagram,Story,2025-10-19,19500,246544,10618,210,1028,978,3782,105,151353,SALE_F830
CMP_202508_A,INF_2DABBD49,Micro,47370,YouTube,Short,2025-08-04,39600,9145,438,5,77,38,296,12,46631,SALE_BD49
CMP_202504_A,INF_D644AEFA,Micro,59535,Instagram,Static_Post,2025-04-19,9400,49643,1122,30,186,41,874,13,13101,SALE_AEFA
CMP_202506_B,INF_7598415E,Nano,4843,LinkedIn,Text_Post,2025-06-14,4100,2847,142,6,12,8,34,1,12830,SALE_415E
CMP_202503_B,INF_4D1A57B4,Mid,440136,Instagram,Reel,2025-03-02,110500,71558,2364,58,323,104,543,7,15391,SALE_57B4
CMP_202511_B,INF_1CFE1024,Nano,9981,TikTok,Video,2025-11-15,1800,17176,654,15,91,50,253,4,3020,SALE_1024
CMP_202510_C,INF_39B43E1A,Nano,3563,TikTok,Video,2025-10-05,300,8546,211,6,32,15,135,2,1949,SALE_3E1A
CMP_202501_A,INF_2C69BC5B,Micro,55859,Instagram,Story,2025-01-17,24800,48374,2912,128,458,229,870,15,32257,SALE_BC5B
CMP_202512_A,INF_1A9F7749,Mid,338065,Instagram,Carousel,2025-12-05,69100,63971,1853,86,112,118,1187,28,26605,SALE_7749
CMP_202502_B,INF_A90132A7,Macro,600670,TikTok,Video,2025-02-17,81700,2119588,66956,1554,5340,5153,24903,442,503020,SALE_32A7
CMP_202506_B,INF_D4790C0B,Micro,14308,YouTube,Short,2025-06-22,13600,3881,106,4,8,7,128,5,7923,SALE_0C0B
CMP_202509_C,INF_45F9D2BF,Micro,17037,TikTok,Video,2025-09-30,1900,17483,381,10,32,32,93,0,0,SALE_D2BF
CMP_202503_A,INF_466C48AD,Nano,4806,YouTube,Long_Video,2025-03-06,3800,6221,432,14,32,23,217,8,14758,SALE_48AD
CMP_202504_C,INF_029BFE02,Macro,675214,TikTok,Video,2025-04-20,38800,303974,12778,257,1162,1113,913,9,8197,SALE_FE02
CMP_202506_A,INF_72282EF2,Micro,35569,Instagram,Carousel,2025-06-02,11000,63955,4970,139,462,493,1343,22,24753,SALE_2EF2
CMP_202504_B,INF_D106113A,Nano,6870,LinkedIn,Article,2025-04-22,5600,3713,133,2,11,12,81,3,16281,SALE_113A
CMP_202508_C,INF_D6669496,Macro,521779,YouTube,Long_Video,2025-08-06,212900,162974,3019,129,372,226,5705,249,921844,SALE_9496
CMP_202504_C,INF_820D31EC,Macro,850051,YouTube,Long_Video,2025-04-09,958800,332293,13588,344,2236,765,11353,390,1337667,SALE_31EC
CMP_202506_B,INF_6071FC45,Nano,3203,TikTok,Video,2025-06-26,200,1960,72,0,10,6,12,0,0,SALE_FC45
CMP_202503_A,INF_7598415E,Nano,4843,TikTok,Video,2025-03-15,600,4227,273,4,18,25,45,0,0,SALE_415E
CMP_202506_B,INF_8B4775EC,Macro,505649,Instagram,Story,2025-06-22,108000,334385,13434,480,2410,1248,4285,80,191802,SALE_75EC
CMP_202512_C,INF_4804E5A2,Nano,8570,YouTube,Long_Video,2025-12-26,5400,6227,248,11,23,20,209,6,9289,SALE_E5A2
CMP_202507_B,INF_6B2E0552,Nano,1859,LinkedIn,Text_Post,2025-07-12,3900,2011,104,4,6,5,34,1,12686,SALE_0552
CMP_202506_B,INF_56E6D5B5,Micro,30835,TikTok,Video,2025-06-08,1100,24941,1083,25,98,74,322,4,4672,SALE_D5B5
CMP_202505_B,INF_39B43E1A,Nano,3563,LinkedIn,Text_Post,2025-05-19,2600,4147,255,10,35,25,57,2,20728,SALE_3E1A
CMP_202504_C,INF_5C05D4B4,Nano,9942,YouTube,Short,2025-04-27,7500,8156,420,17,33,20,292,11,24400,SALE_D4B4
CMP_202511_B,INF_AC56E5B1,Micro,72466,LinkedIn,Article,2025-11-19,98300,46452,2793,83,193,264,1097,57,852152,SALE_E5B1
CMP_202503_A,INF_1E8A1FD3,Micro,49982,Instagram,Story,2025-03-26,19300,50945,2280,66,270,155,741,5,7647,SALE_1FD3
CMP_202504_A,INF_332476B6,Nano,5511,YouTube,Short,2025-04-27,4600,2699,42,1,3,2,80,3,12178,SALE_76B6
CMP_202502_A,INF_B865B8BD,Mid,195165,LinkedIn,Text_Post,2025-02-11,73500,153649,5050,166,589,428,3070,14,180822,SALE_B8BD
CMP_202508_A,INF_B0BDD80C,Nano,6647,YouTube,Long_Video,2025-08-14,3300,19443,718,19,60,14,587,21,50704,SALE_D80C
CMP_202510_B,INF_BABD603D,Nano,7597,YouTube,Short,2025-10-25,4100,833,55,1,10,5,29,1,4769,SALE_603D
CMP_202510_A,INF_572DF5AF,Nano,1422,YouTube,Long_Video,2025-10-17,400,441,17,0,1,0,15,0,0,SALE_F5AF
CMP_202507_A,INF_589FC472,Micro,25468,YouTube,Short,2025-07-05,17300,27625,1149,29,135,54,971,4,19123,SALE_C472
CMP_202505_C,INF_C41641DB,Macro,853990,LinkedIn,Text_Post,2025-05-27,993100,708063,23376,774,3978,2191,11353,534,7905566,SALE_41DB
CMP_202503_B,INF_A1E521BB,Nano,3486,YouTube,Short,2025-03-11,1300,4156,185,7,26,10,144,5,22271,SALE_21BB
CMP_202505_A,INF_84F02417,Nano,9881,Instagram,Reel,2025-05-15,2600,9951,174,2,9,9,121,2,3703,SALE_2417
CMP_202507_A,INF_ECEF44B5,Nano,2075,YouTube,Long_Video,2025-07-16,2200,272,19,0,0,1,8,0,0,SALE_44B5
CMP_202508_B,INF_0CBB0B1D,Micro,30403,LinkedIn,Text_Post,2025-08-20,26900,50487,1153,13,64,101,806,41,440689,SALE_0B1D
CMP_202508_B,INF_5C05D4B4,Nano,9942,Instagram,Static_Post,2025-08-23,3100,137784,1236,46,130,54,1013,25,60015,SALE_D4B4
CMP_202504_C,INF_5E66E375,Micro,89837,TikTok,Video,2025-04-05,7400,94185,1383,23,136,80,989,19,17889,SALE_E375
CMP_202505_C,INF_53E11E08,Mid,189523,YouTube,Short,2025-05-07,232700,98549,1793,64,207,118,4071,151,466079,SALE_1E08
CMP_202510_A,INF_A8E81EE0,Macro,634013,YouTube,Short,2025-10-27,326800,3111213,51326,2375,5847,3564,115251,3872,13299771,SALE_1EE0
CMP_202501_B,INF_646B32DA,Macro,657784,YouTube,Long_Video,2025-01-08,913300,821929,21289,313,3249,1620,28358,1036,4066497,SALE_32DA
CMP_202501_C,INF_A0AC00CC,Macro,971028,YouTube,Short,2025-01-13,801600,1287312,58419,1414,6602,4712,41388,1678,5605156,SALE_00CC
CMP_202512_B,INF_F1ABDEB3,Mid,425112,TikTok,Video,2025-12-09,86800,126413,1266,17,157,30,1375,19,13811,SALE_DEB3
CMP_202502_A,INF_7F5CF007,Mid,326823,YouTube,Short,2025-02-17,207800,297396,1926,72,210,191,9499,473,2263438,SALE_F007
CMP_202511_C,INF_77DA188B,Nano,5960,YouTube,Long_Video,2025-11-30,1900,13535,1066,13,69,76,503,20,84449,SALE_188B
CMP_202509_C,INF_02BA77DE,Mid,386246,Instagram,Carousel,2025-09-15,106300,2384887,109974,3560,19599,6937,25951,471,1135169,SALE_77DE
CMP_202505_C,INF_45997DC8,Micro,90635,TikTok,Video,2025-05-16,20000,21110,1065,12,56,47,139,0,0,SALE_7DC8
CMP_202508_B,INF_7759DFF0,Micro,32543,LinkedIn,Text_Post,2025-08-17,18200,7393,296,4,39,9,138,7,58771,SALE_DFF0
CMP_202509_A,INF_EF30E313,Mid,204454,TikTok,Video,2025-09-22,10400,1590220,24026,1185,1433,1798,19879,293,329511,SALE_E313
CMP_202511_C,INF_4242B355,Nano,7359,Instagram,Carousel,2025-11-22,1100,4423,276,5,38,7,68,1,1186,SALE_B355
CMP_202501_C,INF_8ED07674,Micro,12505,TikTok,Video,2025-01-08,1500,11071,655,9,80,56,45,0,0,SALE_7674
CMP_202503_A,INF_0CB84A4B,Micro,21299,TikTok,Video,2025-03-16,2700,15258,559,9,100,55,139,2,1998,SALE_4A4B
CMP_202510_B,INF_5750B0A0,Micro,66539,Instagram,Story,2025-10-24,76400,19098,1312,62,239,94,342,0,0,SALE_B0A0
CMP_202506_B,INF_9737C2D2,Nano,4907,LinkedIn,Text_Post,2025-06-14,7600,4333,54,0,6,4,66,3,21451,SALE_C2D2
CMP_202503_C,INF_1F99BC94,Nano,7544,TikTok,Video,2025-03-30,400,4469,185,8,17,4,58,1,1311,SALE_BC94
CMP_202502_B,INF_DD1EB5E4,Nano,8732,YouTube,Long_Video,2025-02-01,3500,2493,32,1,6,3,77,3,8214,SALE_B5E4
CMP_202507_A,INF_74FD08D2,Macro,866588,Instagram,Carousel,2025-07-05,290200,370073,15767,392,2165,1418,6543,119,100829,SALE_08D2
CMP_202503_A,INF_2AE9962A,Mega,4391312,Instagram,Reel,2025-03-22,1294700,5141232,184295,4421,19387,5204,43565,860,1746300,SALE_962A
CMP_202507_B,INF_626F8AC7,Nano,5346,TikTok,Video,2025-07-06,2000,7876,183,3,10,11,30,0,0,SALE_8AC7
CMP_202501_A,INF_E8024C71,Mid,128313,LinkedIn,Text_Post,2025-01-14,194900,30912,1114,11,116,98,624,31,155890,SALE_4C71
CMP_202511_A,INF_62CB1776,Nano,2963,TikTok,Video,2025-11-01,300,3556,106,4,12,3,31,0,0,SALE_1776
CMP_202507_C,INF_521CB705,Micro,58151,Instagram,Story,2025-07-14,8500,41352,2956,31,183,126,515,1,2298,SALE_B705
CMP_202511_B,INF_1E34C924,Micro,29064,LinkedIn,Article,2025-11-18,19700,7879,404,16,74,21,161,9,87460,SALE_C924
CMP_202504_A,INF_8EB0094A,Micro,82151,Instagram,Static_Post,2025-04-11,13300,41874,3114,44,584,201,595,15,20461,SALE_094A
CMP_202509_B,INF_DC196F2D,Mid,193640,LinkedIn,Article,2025-09-09,80100,69275,2475,101,399,110,1869,86,881294,SALE_6F2D
CMP_202504_B,INF_B83CCD71,Micro,62839,YouTube,Long_Video,2025-04-06,39200,34208,803,26,150,56,1023,38,150064,SALE_CD71
CMP_202507_C,INF_00276056,Micro,56796,LinkedIn,Article,2025-07-02,101300,156486,4904,143,251,135,2283,114,1577077,SALE_6056
CMP_202502_B,INF_E0D6A594,Micro,25121,TikTok,Video,2025-02-28,3600,60771,3970,126,248,273,571,0,0,SALE_A594
CMP_202504_B,INF_5B8EB500,Micro,98549,LinkedIn,Article,2025-04-05,162000,93354,6263,236,1161,536,2614,122,655609,SALE_B500
CMP_202504_B,INF_86EA6E8D,Nano,1558,YouTube,Short,2025-04-11,600,690,52,1,9,1,25,0,0,SALE_6E8D
CMP_202508_B,INF_02BA77DE,Mid,386246,Instagram,Static_Post,2025-08-18,124800,1059994,40818,1664,7707,2937,13731,315,343478,SALE_77DE
CMP_202508_A,INF_FC79E565,Micro,45576,YouTube,Long_Video,2025-08-23,34600,5935,111,4,21,3,211,8,12549,SALE_E565
CMP_202507_A,INF_E5C0A2D1,Nano,1133,Instagram,Static_Post,2025-07-06,300,420,9,0,0,0,6,0,0,SALE_A2D1
CMP_202508_B,INF_9516B02A,Micro,17612,TikTok,Video,2025-08-21,2200,30054,607,13,56,28,486,10,5369,SALE_B02A
CMP_202510_A,INF_79E56BAB,Mid,159484,YouTube,Short,2025-10-15,46500,64932,2742,84,194,129,2158,83,181528,SALE_6BAB
CMP_202509_A,INF_239A29E7,Nano,7386,YouTube,Short,2025-09-29,4000,5175,320,4,22,9,143,5,24172,SALE_29E7
CMP_202503_C,INF_CFF1AA6C,Mid,170493,Instagram,Carousel,2025-03-27,35400,39632,731,15,121,20,702,12,12516,SALE_AA6C
CMP_202511_A,INF_521CB705,Micro,58151,YouTube,Long_Video,2025-11-30,14900,21867,1667,52,138,93,683,27,57738,SALE_B705
CMP_202505_A,INF_2E07CB77,Micro,98626,LinkedIn,Article,2025-05-19,80900,29058,363,11,66,10,428,19,260137,SALE_CB77
CMP_202505_C,INF_CDD7EFD5,Mid,216382,TikTok,Video,2025-05-09,45400,257169,11449,130,2252,1093,2809,42,47510,SALE_EFD5
CMP_202507_C,INF_7AA3671F,Macro,600386,LinkedIn,Article,2025-07-19,709300,87900,4624,228,765,270,2174,103,921906,SALE_671F
CMP_202511_C,INF_377A85D3,Micro,35614,Instagram,Story,2025-11-25,5300,44775,2188,42,306,165,902,18,20037,SALE_85D3
CMP_202512_B,INF_31937BA9,Mid,490651,LinkedIn,Article,2025-12-18,473800,597997,21495,1056,1810,1406,6675,329,4366770,SALE_7BA9
CMP_202506_A,INF_7BFD2208,Mid,459321,LinkedIn,Text_Post,2025-06-18,691500,440154,19970,870,3939,561,11071,509,5785645,SALE_2208
CMP_202502_C,INF_7732F993,Nano,6675,Instagram,Static_Post,2025-02-03,1000,3307,46,0,5,3,32,0,0,SALE_F993
CMP_202510_A,INF_E1698D7D,Micro,49261,YouTube,Long_Video,2025-10-07,52600,8392,176,6,26,12,322,13,57606,SALE_8D7D
CMP_202503_A,INF_6F08BCB8,Nano,3153,LinkedIn,Text_Post,2025-03-27,7900,460,35,1,3,1,9,0,0,SALE_BCB8
CMP_202506_B,INF_9F0697DE,Micro,89687,YouTube,Long_Video,2025-06-15,20900,238112,2296,68,220,95,8298,382,1360900,SALE_97DE
CMP_202506_B,INF_5E490B28,Nano,8797,LinkedIn,Article,2025-06-18,4500,3751,176,4,33,12,86,0,0,SALE_0B28
CMP_202503_C,INF_ECEF44B5,Nano,2075,Instagram,Carousel,2025-03-07,500,19757,1252,27,107,60,378,7,7263,SALE_44B5
CMP_202503_B,INF_370CDC53,Nano,8526,LinkedIn,Text_Post,2025-03-27,31800,6074,430,11,26,40,133,7,90360,SALE_DC53
CMP_202504_C,INF_F41F1D71,Mid,359971,TikTok,Video,2025-04-22,64700,378989,12425,143,963,523,7257,73,75920,SALE_1D71
CMP_202510_C,INF_FF58FEFC,Micro,32985,TikTok,Video,2025-10-27,7100,36529,2730,111,479,134,648,10,10686,SALE_FEFC
CMP_202509_A,INF_02BA77DE,Mid,386246,LinkedIn,Article,2025-09-02,419500,184977,6043,92,1105,295,3603,196,2772061,SALE_77DE
CMP_202501_B,INF_7DD5B5A1,Mid,487946,YouTube,Long_Video,2025-01-29,215500,437184,4401,209,565,271,13251,508,1602473,SALE_B5A1
CMP_202509_C,INF_3C85A6DC,Macro,568007,LinkedIn,Text_Post,2025-09-01,225900,325960,2002,70,299,184,6875,314,2908704,SALE_A6DC
CMP_202505_A,INF_77A111D6,Nano,1453,LinkedIn,Text_Post,2025-05-25,1800,403,21,0,2,1,8,0,0,SALE_11D6
CMP_202501_A,INF_92475BE6,Micro,19358,TikTok,Video,2025-01-20,1700,5345,415,18,35,24,81,1,764,SALE_5BE6
CMP_202503_B,INF_C563DA5A,Nano,3802,LinkedIn,Article,2025-03-09,10100,3958,101,3,19,4,84,0,0,SALE_DA5A
CMP_202502_A,INF_3D2882BF,Micro,97690,TikTok,Video,2025-02-22,12600,76950,5902,94,401,531,754,7,10375,SALE_82BF
CMP_202503_B,INF_5B8EB500,Micro,98549,YouTube,Long_Video,2025-03-29,72600,390137,3950,141,511,173,13547,576,1570049,SALE_B500
CMP_202501_C,INF_D548D7C5,Mid,478018,TikTok,Video,2025-01-09,72300,545570,15248,665,1159,1195,6455,84,107542,SALE_D7C5
CMP_202502_B,INF_59E0F969,Nano,9624,TikTok,Video,2025-02-07,1800,3746,162,2,13,13,15,0,0,SALE_F969
CMP_202505_B,INF_7F5CF007,Mid,326823,YouTube,Short,2025-05-05,90800,87208,3317,101,340,77,2749,104,318747,SALE_F007
CMP_202510_C,INF_73F66B3E,Micro,12716,TikTok,Video,2025-10-12,700,416578,8185,224,791,276,416,1,1363,SALE_6B3E
CMP_202501_A,INF_27A031D6,Macro,576668,TikTok,Video,2025-01-27,120100,443975,18655,499,3075,953,7197,56,29673,SALE_31D6
CMP_202504_A,INF_252A9873,Micro,81676,Instagram,Story,2025-04-26,19400,28982,2002,100,172,64,533,10,11043,SALE_9873
CMP_202502_C,INF_8EA00981,Micro,38056,LinkedIn,Article,2025-02-16,54400,75563,4498,62,258,321,1756,107,1445065,SALE_0981
CMP_202506_A,INF_4702CDDA,Micro,33567,TikTok,Video,2025-06-06,5200,11379,752,14,127,70,158,2,1256,SALE_CDDA
CMP_202506_C,INF_A1E521BB,Nano,3486,YouTube,Short,2025-06-23,2600,1323,20,0,1,0,36,1,3877,SALE_21BB
CMP_202507_C,INF_99DE82B6,Nano,6608,TikTok,Video,2025-07-29,1600,3422,58,1,7,1,42,0,0,SALE_82B6
CMP_202511_B,INF_989088BA,Macro,551722,YouTube,Short,2025-11-12,360100,562475,21677,613,2269,1837,18125,637,2123138,SALE_88BA
CMP_202512_C,INF_B6086629,Nano,4558,TikTok,Video,2025-12-25,300,4104,265,10,15,23,38,0,0,SALE_6629
CMP_202503_B,INF_4F9D7614,Micro,21582,Instagram,Static_Post,2025-03-21,4100,12979,221,2,35,18,181,5,11995,SALE_7614
CMP_202511_A,INF_34DDE013,Nano,2942,Instagram,Reel,2025-11-05,300,796,30,1,3,2,14,0,0,SALE_E013
CMP_202502_C,INF_3D2882BF,Micro,97690,TikTok,Video,2025-02-11,14200,63944,3683,159,716,241,368,1,1059,SALE_82BF
CMP_202511_A,INF_52274AAD,Micro,79871,Instagram,Carousel,2025-11-27,22300,47159,3375,65,455,74,708,16,29143,SALE_4AAD
CMP_202508_C,INF_4F6F37E6,Mid,422953,Instagram,Reel,2025-08-17,104900,251643,9765,269,1240,748,3537,43,102070,SALE_37E6
CMP_202508_B,INF_15CD7E3C,Mid,322373,LinkedIn,Article,2025-08-09,675800,108307,747,32,55,33,1691,73,1011047,SALE_7E3C
CMP_202504_C,INF_9A366EF9,Micro,10186,YouTube,Long_Video,2025-04-21,7800,2743,64,2,5,4,115,4,12644,SALE_6EF9
CMP_202501_B,INF_7F8F55A8,Nano,3364,LinkedIn,Article,2025-01-29,2000,2008,89,2,14,7,20,1,13794,SALE_55A8
CMP_202502_C,INF_3C00544B,Micro,35267,LinkedIn,Article,2025-02-08,27800,39080,1945,67,129,118,955,46,588643,SALE_544B
CMP_202503_C,INF_67B7E35F,Mid,347952,LinkedIn,Article,2025-03-31,276700,268930,8787,411,554,320,5720,297,4236613,SALE_E35F
CMP_202510_C,INF_9E5B727B,Nano,8003,Instagram,Carousel,2025-10-31,3000,17413,801,24,120,21,239,7,16957,SALE_727B
CMP_202503_C,INF_9FF3AD3C,Mid,460555,YouTube,Short,2025-03-12,95200,80010,2796,85,323,191,2862,128,257015,SALE_AD3C
CMP_202508_B,INF_BEF9B593,Micro,40428,Instagram,Reel,2025-08-28,18900,19893,332,14,32,7,396,8,6795,SALE_B593
CMP_202506_A,INF_D4790C0B,Micro,14308,TikTok,Video,2025-06-20,1600,4792,338,5,42,15,65,0,0,SALE_0C0B
CMP_202508_A,INF_C2F5AEB9,Micro,62227,TikTok,Video,2025-08-13,5100,121211,4602,78,289,274,1698,29,33377,SALE_AEB9
CMP_202512_C,INF_CDFFEB44,Nano,8030,TikTok,Video,2025-12-18,800,11819,611,19,115,27,97,0,0,SALE_EB44
CMP_202505_B,INF_4FEF329B,Micro,29043,LinkedIn,Article,2025-05-29,74800,4340,274,3,49,23,52,0,0,SALE_329B
CMP_202510_A,INF_670D4AEA,Micro,94355,Instagram,Carousel,2025-10-10,44700,23007,404,11,60,38,429,5,5379,SALE_4AEA
CMP_202507_C,INF_43C92CC8,Micro,94975,TikTok,Video,2025-07-15,4300,80899,2331,44,296,99,547,5,7191,SALE_2CC8
CMP_202510_B,INF_053D717B,Micro,68344,LinkedIn,Text_Post,2025-10-11,89700,59941,4004,106,656,104,1342,62,765184,SALE_717B
CMP_202512_B,INF_4352EE46,Micro,91022,LinkedIn,Text_Post,2025-12-12,106600,11035,836,34,148,66,242,13,93391,SALE_EE46
CMP_202501_B,INF_47CD14EB,Micro,88326,YouTube,Short,2025-01-20,66200,54067,912,41,51,74,1716,71,291459,SALE_14EB
CMP_202501_A,INF_BDFBF6C5,Micro,96082,YouTube,Short,2025-01-04,84600,193411,7208,152,968,153,6525,313,723910,SALE_F6C5
CMP_202507_C,INF_319D95B1,Micro,69436,YouTube,Long_Video,2025-07-30,35300,181882,3580,86,229,218,7494,262,1224066,SALE_95B1
CMP_202502_C,INF_489A0500,Nano,1120,TikTok,Video,2025-02-19,100,856,65,0,10,1,10,0,0,SALE_0500
CMP_202503_C,INF_B98D23F4,Micro,92692,Instagram,Carousel,2025-03-04,37100,26267,678,27,132,42,342,7,9004,SALE_23F4
CMP_202507_A,INF_9A366EF9,Micro,10186,Instagram,Static_Post,2025-07-06,1000,8691,325,15,54,26,131,1,2032,SALE_6EF9
CMP_202504_B,INF_80E23C92,Nano,4532,LinkedIn,Text_Post,2025-04-19,9800,2068,136,4,16,11,21,1,11150,SALE_3C92
CMP_202507_C,INF_A4E13B55,Micro,27486,Instagram,Story,2025-07-07,6000,59384,3765,42,227,239,977,21,17676,SALE_3B55
CMP_202502_A,INF_639AC1AD,Nano,1137,TikTok,Video,2025-02-28,100,634,33,0,4,3,1,0,0,SALE_C1AD
CMP_202507_B,INF_AFFF8E81,Mid,225864,TikTok,Video,2025-07-16,14600,202777,7148,274,1391,230,1909,40,33553,SALE_8E81
CMP_202510_B,INF_D06158AA,Micro,80514,Instagram,Carousel,2025-10-16,15500,96619,1777,29,322,176,2681,60,138793,SALE_58AA
CMP_202505_A,INF_7F8F55A8,Nano,3364,TikTok,Video,2025-05-15,500,3737,38,0,2,1,51,0,0,SALE_55A8
CMP_202502_B,INF_E8374CDA,Macro,808332,TikTok,Video,2025-02-15,150200,3633015,25588,635,3765,518,40387,334,341707,SALE_4CDA
CMP_202503_A,INF_8ED07674,Micro,12505,LinkedIn,Text_Post,2025-03-21,34800,1657,58,2,4,1,24,1,14767,SALE_7674
CMP_202501_A,INF_02366F34,Mega,1908823,LinkedIn,Article,2025-01-11,2849900,691954,24164,409,3193,1588,16157,865,12604949,SALE_6F34
CMP_202501_C,INF_D548D7C5,Mid,478018,YouTube,Long_Video,2025-01-20,303400,151479,1300,27,223,110,4471,210,328859,SALE_D7C5
CMP_202509_C,INF_572DF5AF,Nano,1422,TikTok,Video,2025-09-09,300,957,38,1,3,2,4,0,0,SALE_F5AF
CMP_202501_A,INF_5750B0A0,Micro,66539,TikTok,Video,2025-01-19,3200,24330,843,17,109,83,330,3,4445,SALE_B0A0
CMP_202501_A,INF_3E6B95D6,Micro,13322,TikTok,Video,2025-01-27,1200,7819,318,4,55,29,86,1,1438,SALE_95D6
CMP_202601_A,INF_C5B495FD,Mid,199986,LinkedIn,Text_Post,2026-01-01,137700,55570,2063,33,338,163,1953,86,635532,SALE_95FD
CMP_202508_B,INF_92D44143,Micro,35149,YouTube,Short,2025-08-21,16600,25519,976,17,90,80,986,42,202773,SALE_4143
CMP_202512_C,INF_E8F218E6,Nano,6313,TikTok,Video,2025-12-09,2700,4738,237,2,25,5,26,0,0,SALE_18E6
CMP_202505_B,INF_F427BAB6,Nano,4403,LinkedIn,Text_Post,2025-05-09,3700,4233,161,4,15,9,73,3,19397,SALE_BAB6
CMP_202506_A,INF_391F18C7,Micro,32213,TikTok,Video,2025-06-23,1500,14917,1022,40,187,75,170,2,1610,SALE_18C7
CMP_202505_C,INF_AA76F3F6,Nano,7732,LinkedIn,Article,2025-05-27,6100,2859,62,1,7,5,65,3,29260,SALE_F3F6
CMP_202507_B,INF_EB0F0081,Micro,40913,TikTok,Video,2025-07-13,5700,17984,286,7,52,6,237,5,6596,SALE_0081
CMP_202502_A,INF_A4754934,Micro,20658,YouTube,Long_Video,2025-02-22,7200,39391,2174,48,252,174,1619,55,213260,SALE_4934
CMP_202505_B,INF_E75D5C07,Mid,218039,LinkedIn,Text_Post,2025-05-04,295400,181783,3130,36,257,64,4761,241,3227805,SALE_5C07
CMP_202501_A,INF_BDB34C2E,Macro,645721,YouTube,Long_Video,2025-01-12,274100,44194,2602,89,192,87,1335,5,11198,SALE_4C2E
CMP_202510_B,INF_88148711,Mid,497980,Instagram,Reel,2025-10-09,180400,397447,3325,133,497,305,8837,289,313502,SALE_8711
CMP_202509_B,INF_60254B84,Nano,2249,Instagram,Reel,2025-09-06,500,1042,77,3,12,6,9,0,0,SALE_4B84
CMP_202507_B,INF_013E6880,Micro,65636,YouTube,Long_Video,2025-07-11,51100,74265,2289,101,203,143,2535,90,137194,SALE_6880
CMP_202508_C,INF_6374E12B,Nano,9656,TikTok,Video,2025-08-23,800,13791,934,20,65,67,61,0,0,SALE_E12B
CMP_202501_A,INF_69BB457B,Macro,857519,LinkedIn,Article,2025-01-14,1148300,599652,28597,427,1479,1632,9342,453,6084390,SALE_457B
CMP_202501_A,INF_58EB25E7,Mid,345465,TikTok,Video,2025-01-03,11200,129870,1416,16,89,89,637,11,10378,SALE_25E7
CMP_202508_B,INF_CBE3C1E6,Mid,240379,Instagram,Story,2025-08-16,17500,294421,12459,463,2272,1064,5732,140,344744,SALE_C1E6
CMP_202507_B,INF_C5F07F2F,Micro,15079,LinkedIn,Article,2025-07-24,8100,17374,1324,48,255,101,314,13,126180,SALE_7F2F
CMP_202501_C,INF_40EA1B19,Micro,22067,Instagram,Story,2025-01-17,6400,10422,611,10,69,57,94,0,0,SALE_1B19
CMP_202504_B,INF_4977BF80,Mid,208478,Instagram,Story,2025-04-29,19600,885676,6300,287,1174,155,16607,370,915329,SALE_BF80
CMP_202508_C,INF_04A3D56A,Mid,275242,YouTube,Long_Video,2025-08-03,35500,247464,3857,113,753,276,8038,298,767716,SALE_D56A
CMP_202508_A,INF_2AE9962A,Mega,4391312,Instagram,Story,2025-08-28,680900,2218782,36626,799,5257,3619,17617,429,775255,SALE_962A
CMP_202503_C,INF_02366F34,Mega,1908823,TikTok,Video,2025-03-30,178400,2087982,25002,994,1952,1695,27069,219,145394,SALE_6F34
CMP_202512_A,INF_EB0F0081,Micro,40913,TikTok,Video,2025-12-14,5200,134794,3006,126,255,150,979,12,16632,SALE_0081
CMP_202504_B,INF_B8322F4D,Mega,1094301,Instagram,Static_Post,2025-04-28,78400,677577,16824,560,1649,1170,12328,214,383111,SALE_2F4D
CMP_202512_C,INF_02BA77DE,Mid,386246,Instagram,Static_Post,2025-12-16,46700,213946,6086,202,736,282,3109,72,92750,SALE_77DE
CMP_202504_B,INF_CFEA340C,Macro,858655,Instagram,Story,2025-04-14,419700,440251,4694,53,491,191,5613,15,28569,SALE_340C
CMP_202510_B,INF_2A02C743,Macro,844209,LinkedIn,Text_Post,2025-10-23,1493400,1982359,22759,236,2435,1763,28873,1622,24000808,SALE_C743
